"","Finished","consent","gender","age","residence","education","COVID_sev_general","COVID_pers_harm","COVID_pers_concern","COVID_concern4others","COVID_positive_1","COVID_positive_2","COVID_ndays_lockdown","COVID_lost_job","COVID_info_source","attention_check","app_uptake1","is_accceptable1","participant_benefit","reduce_lik_sev","return_activ_mild","return_activ_sev","reduce_spread_mild","reduce_spread_severe","ability_mild","decline_participate","proportionality","sensitivity","risk_of_harm","trust_intentions","trust_respectprivacy","data_security","ongoing_control","app_uptake2","sunset_app","data_local","is_acceptable2","sunset","opt_out","fm_unres_best","fm_limited","lim_gov","acc_general_1","acc_general_2","acc_general_3","acc_general_4","acc_general_5","acc_general_6","scenario_type"
"1060",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"severe"
"1061",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mild"
"1062",1,5,1,52,3,2,4,5,4,4,0,0,7,0,"4,5",1,NA,1,NA,4,NA,5,NA,5,NA,4,5,4,2,6,5,5,5,NA,NA,NA,1,NA,NA,4,5,3,3,2,3,4,2,2,"severe"
"1063",1,5,1,43,3,5,4,3,3,4,0,0,10,0,"1,2,3,4,5",1,1,NA,5,NA,5,NA,5,NA,5,5,5,4,3,4,5,5,4,1,NA,NA,NA,NA,NA,5,5,5,1,2,2,3,1,2,"mild"
"1064",1,5,2,37,3,1,4,1,3,3,0,0,9,0,"2,4,5",4,1,NA,5,NA,5,NA,5,NA,4,1,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mild"
"1065",1,5,2,24,3,5,4,3,2,3,0,0,14,1,"2,3,5",1,NA,1,NA,5,NA,4,NA,5,NA,1,2,5,3,5,4,4,2,NA,NA,NA,1,NA,NA,3,5,NA,NA,NA,NA,NA,NA,NA,"severe"
"1066",1,5,1,28,3,5,5,2,3,5,0,0,23,0,"1,2,3,4,5",1,1,NA,5,NA,3,NA,4,NA,4,4,5,5,3,5,5,4,1,1,NA,NA,NA,NA,NA,3,4,3,1,1,1,1,1,1,"mild"
"1067",1,5,2,52,6,2,4,3,4,4,0,0,0,0,"1,5",1,NA,0,NA,3,NA,4,NA,4,NA,4,3,3,4,4,4,3,4,NA,NA,NA,0,1,1,4,4,4,2,3,2,2,2,3,"severe"
"1068",1,5,1,45,6,4,4,3,4,5,0,0,17,0,"2,3,4,5",1,1,NA,5,NA,5,NA,6,NA,6,4,5,4,4,3,2,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mild"
"1069",1,5,1,45,6,2,4,4,3,4,0,0,10,0,"1,2,5",4,1,NA,4,NA,4,NA,4,NA,3,4,4,3,3,3,3,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mild"
"1070",1,5,2,19,6,3,3,2,1,2,0,0,12,1,"3,5",3,NA,1,NA,3,NA,4,NA,3,NA,4,4,2,2,4,5,4,4,NA,NA,NA,1,NA,NA,3,5,3,2,3,4,1,3,4,"severe"
"1071",1,5,2,24,6,3,4,2,4,4,0,0,5,1,"1,2,4,5",1,1,NA,5,NA,5,NA,5,NA,4,5,4,6,4,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mild"
"1072",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"severe"
"1073",1,5,1,42,6,5,2,3,3,4,0,0,5,0,"3,5",1,0,NA,1,NA,1,NA,1,NA,1,6,1,5,5,2,3,2,3,0,0,1,NA,NA,NA,6,3,6,NA,NA,NA,NA,NA,NA,"mild"
"1074",1,5,2,22,6,5,4,3,4,2,0,1,13,1,"2",1,NA,1,NA,4,NA,4,NA,4,NA,3,2,5,1,6,5,2,3,NA,NA,NA,0,0,1,4,5,2,4,2,4,2,2,3,"severe"
"1075",1,5,2,35,7,3,3,4,4,5,0,0,15,1,"2,4,5",1,NA,0,NA,2,NA,2,NA,3,NA,1,6,6,5,4,3,2,1,NA,NA,NA,0,0,1,3,4,6,2,2,3,4,4,4,"severe"
"1076",1,5,1,46,5,5,5,3,5,5,0,0,NA,1,"1,4",1,1,NA,4,NA,3,NA,5,NA,4,5,6,6,5,5,4,5,1,1,NA,NA,NA,NA,NA,5,7,2,2,2,2,1,3,2,"mild"
"1077",1,5,1,18,3,3,4,3,2,2,0,0,7,0,"1,4,5",1,1,NA,5,NA,5,NA,5,NA,5,3,5,4,3,3,5,5,4,1,NA,NA,NA,NA,NA,6,5,5,3,2,2,2,3,3,"mild"
"1078",1,5,2,33,5,2,3,1,2,3,0,1,0,1,"2,4,5",1,0,NA,2,NA,2,NA,3,NA,2,4,1,2,4,3,2,2,3,1,NA,NA,NA,NA,NA,3,3,6,3,3,3,3,3,3,"mild"
"1079",1,5,1,33,3,5,5,1,1,3,0,0,13,0,"1,2,3,4,5",1,1,NA,5,NA,6,NA,6,NA,3,5,4,5,4,5,5,4,2,1,NA,NA,NA,NA,NA,2,4,3,1,1,2,2,1,1,"mild"
"1080",1,5,2,21,5,5,4,2,2,4,0,0,30,0,"2,4",4,NA,1,NA,3,NA,3,NA,4,NA,4,6,4,3,3,2,3,4,NA,NA,NA,1,NA,NA,4,5,6,2,1,2,2,2,2,"severe"
"1081",1,5,1,51,6,2,4,4,3,4,0,0,0,0,"1,4,5",1,0,NA,2,NA,1,NA,2,NA,1,5,2,4,5,1,1,1,1,0,0,0,NA,NA,NA,4,7,5,2,3,4,3,4,2,"mild"
"1082",1,5,1,51,5,2,5,5,5,5,0,0,0,0,"1,2,5",1,1,NA,2,NA,1,NA,2,NA,5,5,3,1,1,2,3,5,1,1,NA,NA,NA,NA,NA,5,7,7,2,2,2,2,1,2,"mild"
"1083",1,5,1,36,4,3,1,2,1,1,0,0,NA,1,"1,5,6",1,NA,0,NA,1,NA,1,NA,2,NA,1,1,6,5,1,1,1,1,NA,NA,NA,0,0,0,2,6,7,4,4,4,4,4,3,"severe"
"1084",1,5,1,43,6,2,4,3,2,3,0,0,0,0,"1,5",1,NA,0,NA,2,NA,3,NA,4,NA,1,1,6,5,1,1,2,1,NA,NA,NA,0,0,1,4,4,3,3,4,3,4,1,2,"severe"
"1085",1,5,1,31,4,2,5,4,5,4,0,0,7,0,"1,3,4,5",1,1,NA,4,NA,5,NA,4,NA,6,5,4,6,3,6,5,5,4,1,NA,NA,NA,NA,NA,6,5,5,4,2,2,2,3,2,"mild"
"1086",1,5,2,21,1,3,4,3,5,5,1,1,4,1,"4",1,1,NA,2,NA,1,NA,2,NA,3,5,5,6,6,6,6,6,6,1,NA,NA,NA,NA,NA,7,7,7,4,4,4,4,4,4,"mild"
"1087",1,5,1,68,6,2,5,5,5,5,0,0,7,0,"1,4,5",1,NA,1,NA,3,NA,3,NA,3,NA,1,4,6,5,2,2,3,1,NA,NA,NA,1,NA,NA,6,6,7,4,2,3,4,4,4,"severe"
"1088",1,5,2,19,7,3,4,2,2,4,0,1,10,1,"1,2,3,4",1,1,NA,4,NA,4,NA,3,NA,3,5,4,6,5,3,2,3,4,1,NA,NA,NA,NA,NA,4,3,3,2,3,3,4,4,3,"mild"
"1089",1,5,2,25,4,5,5,2,3,5,0,0,14,0,"1,3,4,5",1,NA,1,NA,5,NA,3,NA,5,NA,1,5,4,2,5,5,5,1,NA,NA,NA,1,NA,NA,4,4,4,3,1,2,3,2,2,"severe"
"1090",1,5,1,49,7,1,4,3,4,5,0,0,14,0,"2,3,5",1,NA,1,NA,5,NA,2,NA,4,NA,5,5,4,5,2,4,4,3,NA,NA,NA,0,1,1,4,6,7,4,2,3,2,1,1,"severe"
"1091",1,5,2,54,4,2,5,2,3,4,0,0,0,0,"1,3,4,5",1,NA,1,NA,4,NA,4,NA,4,NA,3,3,3,3,3,4,4,1,NA,NA,NA,1,NA,NA,4,6,4,1,1,1,1,1,1,"severe"
"1092",1,5,1,22,5,3,4,2,2,5,0,0,NA,0,"2,3,5,6",1,1,NA,3,NA,5,NA,5,NA,2,5,6,5,1,6,4,6,3,1,NA,NA,NA,NA,NA,6,4,6,2,1,2,2,3,2,"mild"
"1093",1,5,1,62,7,5,4,4,4,5,0,0,10,0,"1,3,4,5",1,1,NA,2,NA,2,NA,2,NA,5,5,5,3,2,5,5,5,4,1,NA,NA,NA,NA,NA,6,3,5,1,1,1,1,2,2,"mild"
"1094",1,5,1,19,6,3,4,3,2,3,0,1,5,0,"2,3",1,0,NA,1,NA,1,NA,1,NA,1,5,1,5,6,1,1,1,1,0,0,0,NA,NA,NA,6,5,7,1,4,4,4,4,4,"mild"
"1095",1,5,2,32,5,2,5,2,3,4,0,0,14,0,"2,4,5",1,NA,1,NA,5,NA,5,NA,5,NA,5,5,5,1,5,5,5,5,NA,NA,NA,1,NA,NA,5,6,2,2,2,2,2,1,2,"severe"
"1096",1,5,2,18,2,3,4,2,3,5,0,0,8,0,"1,2,3,4,5",1,NA,0,NA,2,NA,2,NA,4,NA,6,5,3,1,6,3,5,2,NA,NA,NA,1,NA,NA,3,2,5,2,2,2,1,2,2,"severe"
"1097",1,5,1,34,4,2,4,2,2,4,0,1,5,0,"1,3,5",1,0,NA,4,NA,3,NA,3,NA,5,6,5,6,3,5,4,4,4,1,NA,NA,NA,NA,NA,2,6,5,2,3,3,3,4,2,"mild"
"1098",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"severe"
"1099",1,5,2,30,4,5,5,3,4,5,0,0,14,0,"1,2,3,4",1,1,NA,5,NA,5,NA,5,NA,5,5,6,6,3,4,5,5,4,1,NA,NA,NA,NA,NA,1,7,3,4,1,3,2,4,3,"mild"
"1100",1,5,2,30,5,2,4,4,3,5,0,0,7,0,"3,4,5",1,NA,1,NA,4,NA,4,NA,2,NA,4,2,5,5,4,2,3,2,NA,NA,NA,1,NA,NA,6,4,2,2,2,3,2,2,3,"severe"
"1101",1,5,1,59,5,5,5,3,3,3,0,0,10,1,"1,2,3,4,5",1,NA,1,NA,1,NA,1,NA,1,NA,6,3,3,1,1,1,5,6,NA,NA,NA,1,NA,NA,4,4,4,1,2,1,1,4,2,"severe"
"1102",1,5,1,59,6,3,5,5,5,5,0,0,8,1,"4,5",1,NA,0,NA,3,NA,4,NA,4,NA,4,1,3,4,1,1,2,1,NA,NA,NA,0,0,0,5,2,6,3,3,3,3,3,2,"severe"
"1103",1,5,1,20,1,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mild"
"1104",1,5,1,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mild"
"1105",1,5,1,30,4,1,4,4,3,4,0,1,15,0,"2,3,4",1,NA,1,NA,4,NA,5,NA,5,NA,5,5,6,6,1,1,3,5,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"severe"
"1106",1,5,1,30,1,5,3,3,4,3,1,1,13,1,"3",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"severe"
"1107",1,5,1,28,6,5,4,2,1,1,0,0,0,0,"1,2,3,4,5",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"severe"
"1108",1,5,1,53,3,3,5,4,3,3,0,0,0,1,"1,5",1,NA,1,NA,4,NA,4,NA,5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"severe"
"1109",1,5,1,55,4,3,4,3,3,4,0,0,10,0,"1,5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mild"
"1110",1,5,1,56,3,2,4,2,2,2,0,0,14,0,"5",1,NA,0,NA,2,NA,2,NA,3,NA,4,3,6,6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"severe"
"1111",1,5,1,30,1,3,3,1,1,2,0,0,8,0,"2,3,4,5",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mild"
"1112",1,5,1,18,6,5,3,2,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"severe"
"1113",1,5,1,27,6,5,4,4,5,5,1,1,21,1,"1,2,3,5",2,NA,1,NA,5,NA,4,NA,4,NA,3,4,4,4,3,4,4,3,NA,NA,NA,1,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,"severe"
"1114",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"severe"
"1115",1,5,1,29,6,5,5,4,5,5,0,0,16,1,"2",1,1,NA,6,NA,6,NA,6,NA,4,3,4,5,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mild"
"1116",1,5,1,54,6,1,4,5,4,5,0,0,30,0,"5",1,1,NA,2,NA,4,NA,4,NA,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mild"
"1117",1,5,2,35,1,3,4,4,3,4,0,0,20,0,"1,2,3,4,5",1,1,NA,5,NA,5,NA,5,NA,5,4,4,6,4,4,3,4,2,1,NA,NA,NA,NA,NA,4,4,4,2,2,3,2,1,1,"mild"
"1118",1,5,2,37,4,2,5,1,3,5,0,0,0,0,"5",1,NA,1,NA,3,NA,4,NA,6,NA,3,4,1,2,5,3,3,1,NA,NA,NA,1,NA,NA,2,4,2,1,1,3,2,1,1,"severe"
"1119",1,5,2,32,2,2,3,4,1,3,0,0,17,0,"2",2,0,NA,2,NA,2,NA,1,NA,5,5,6,6,5,2,2,2,1,0,0,0,NA,NA,NA,5,6,6,3,4,2,4,4,4,"mild"
"1120",1,5,2,29,1,5,4,2,2,5,0,1,6,0,"1",1,NA,0,NA,3,NA,2,NA,3,NA,1,5,6,6,1,1,1,1,NA,NA,NA,0,0,0,3,5,4,3,4,3,3,3,3,"severe"
"1121",1,5,2,28,5,5,4,3,2,3,0,0,15,0,"1,2,4,5",1,NA,0,NA,2,NA,2,NA,3,NA,1,1,6,6,3,2,4,1,NA,NA,NA,0,0,0,5,6,5,2,4,4,2,4,2,"severe"
"1122",1,5,2,41,5,3,4,3,2,4,0,0,15,0,"3,4,5",1,NA,0,NA,3,NA,3,NA,2,NA,2,4,5,5,4,4,3,2,NA,NA,NA,0,1,1,2,6,2,2,3,3,3,3,2,"severe"
"1123",1,5,2,57,4,2,3,3,3,4,0,1,4,0,"4,5",1,0,NA,3,NA,2,NA,2,NA,6,6,3,6,6,4,1,5,2,0,0,0,NA,NA,NA,6,3,5,4,4,4,4,3,4,"mild"
"1124",1,5,2,59,4,2,4,2,2,3,0,0,7,0,"5",1,0,NA,3,NA,3,NA,3,NA,4,5,1,1,4,4,4,4,5,1,NA,NA,NA,NA,NA,4,4,4,3,2,2,3,2,2,"mild"
"1125",1,5,1,34,1,3,5,3,5,3,0,1,13,1,"2,4,5",2,NA,1,NA,3,NA,3,NA,4,NA,4,3,4,4,4,2,4,3,NA,NA,NA,1,NA,NA,4,4,5,2,3,2,2,3,1,"severe"
"1126",1,5,2,26,2,3,2,2,3,3,1,0,14,1,"1,2,3,4,5",2,1,NA,3,NA,3,NA,2,NA,4,4,3,3,2,4,2,4,2,1,NA,NA,NA,NA,NA,3,3,5,1,1,2,2,1,2,"mild"
"1127",1,5,2,54,4,5,4,2,2,1,0,0,1,0,"1,5",1,1,NA,4,NA,4,NA,3,NA,4,4,3,5,5,4,2,3,2,1,NA,NA,NA,NA,NA,3,3,7,3,3,3,3,3,4,"mild"
"1128",1,5,2,53,2,2,4,4,5,5,0,0,31,0,"6",2,1,NA,6,NA,6,NA,6,NA,6,1,6,6,6,6,5,5,5,1,NA,NA,NA,NA,NA,7,7,7,1,1,2,2,2,2,"mild"
"1129",1,5,2,53,2,3,5,1,1,2,0,0,22,0,"5",1,0,NA,2,NA,2,NA,2,NA,3,6,4,5,6,2,2,2,2,0,0,0,NA,NA,NA,7,7,6,4,4,4,4,4,4,"mild"
"1130",1,5,2,20,7,3,5,2,3,5,0,0,5,0,"3",1,NA,1,NA,3,NA,4,NA,5,NA,1,1,6,6,1,2,3,1,NA,NA,NA,1,NA,NA,3,5,6,2,3,4,2,2,1,"severe"
"1131",1,5,2,37,2,3,4,3,3,3,0,1,47,0,"1,2,3,4,5",1,0,NA,3,NA,4,NA,4,NA,4,4,4,5,5,4,4,4,3,0,0,0,NA,NA,NA,4,5,6,3,3,3,3,3,3,"mild"
"1132",1,5,2,44,3,3,4,2,4,4,0,0,0,0,"1,2,4",1,1,NA,3,NA,3,NA,4,NA,6,6,5,5,2,5,5,5,2,1,NA,NA,NA,NA,NA,5,4,4,1,1,2,1,2,1,"mild"
"1133",1,5,2,32,4,2,5,3,5,5,0,0,14,0,"1,2,3,4,5",1,NA,1,NA,5,NA,5,NA,5,NA,3,3,3,4,5,5,5,5,NA,NA,NA,1,NA,NA,7,6,6,2,2,2,2,3,3,"severe"
"1134",1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"severe"
"1135",1,5,2,18,2,3,4,2,2,4,0,0,30,0,"2",1,NA,1,NA,4,NA,4,NA,6,NA,3,5,3,3,4,5,4,4,NA,NA,NA,1,NA,NA,6,6,2,1,NA,NA,NA,NA,NA,"severe"
"1136",1,5,2,38,6,5,4,4,2,2,0,0,1,0,"1,4,5",1,0,NA,2,NA,1,NA,2,NA,5,4,3,6,5,2,1,2,2,0,0,0,NA,NA,NA,4,6,6,4,4,4,3,4,4,"mild"
"1137",1,5,2,62,6,2,3,2,3,4,0,0,0,0,"2,5",2,0,NA,3,NA,4,NA,5,NA,3,3,3,3,4,4,4,3,3,1,NA,NA,NA,NA,NA,5,5,7,3,4,4,2,4,3,"mild"
"1138",1,5,2,19,2,1,5,3,4,5,0,0,15,0,"2,3,5",2,NA,1,NA,5,NA,3,NA,5,NA,3,3,4,4,5,5,2,3,NA,NA,NA,1,NA,NA,3,3,3,1,2,3,3,2,2,"severe"
"1139",1,5,2,34,3,2,4,3,3,3,0,0,7,0,"2,3,5",3,1,NA,3,NA,4,NA,5,NA,2,4,5,5,3,3,3,4,4,1,NA,NA,NA,NA,NA,4,6,4,3,3,2,3,2,2,"mild"
"1140",1,5,2,25,6,2,3,3,3,3,0,0,40,1,"2,3",1,NA,1,NA,3,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"severe"
"1141",1,5,2,33,1,2,4,1,2,2,0,0,10,0,"1,2,3,4,5",1,0,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mild"
"1142",1,5,2,25,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mild"
"1143",1,5,2,27,1,3,4,3,4,4,0,0,0,0,"2,3,4,5",1,1,NA,6,NA,6,NA,6,NA,6,6,6,6,1,6,6,6,6,1,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,"mild"
"1144",1,5,2,32,4,5,5,5,5,5,0,0,14,0,"4",1,NA,0,NA,6,NA,1,NA,1,NA,4,1,2,6,1,1,1,1,NA,NA,NA,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,"severe"
"1145",1,5,2,28,1,5,4,4,4,4,0,0,15,0,"5",1,0,NA,1,NA,1,NA,1,NA,1,5,1,6,6,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mild"
"1146",1,5,2,31,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mild"
"1147",1,5,2,18,1,2,4,1,1,1,0,0,14,0,"1,2,3,4,5,6",1,NA,0,NA,1,NA,1,NA,3,NA,1,2,3,5,1,1,1,2,NA,NA,NA,0,0,0,4,4,5,1,4,4,4,4,2,"severe"
"1148",1,5,2,24,1,3,2,2,1,2,0,0,4,0,"2",2,1,NA,3,NA,2,NA,3,NA,3,4,4,3,2,3,3,3,3,1,NA,NA,NA,NA,NA,4,3,3,2,2,2,3,2,2,"mild"
"1149",1,5,2,20,5,3,4,1,2,3,0,0,50,0,"3,6",1,NA,0,NA,2,NA,1,NA,2,NA,3,1,6,6,1,1,1,1,NA,NA,NA,0,0,0,6,6,5,3,4,4,4,4,4,"severe"
"1150",1,5,2,21,6,3,4,3,2,5,0,0,20,0,"2,3",1,NA,1,NA,3,NA,3,NA,4,NA,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"severe"
"1151",1,5,2,22,5,3,3,3,2,3,0,0,16,0,"2,3,5",1,1,NA,3,NA,3,NA,4,NA,3,3,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mild"
"1152",1,5,2,28,7,2,4,3,3,4,0,0,15,0,"5",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mild"
"1153",1,5,2,18,2,3,5,1,2,5,0,0,30,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"severe"
"1154",1,5,2,18,2,3,4,1,1,3,0,0,5,1,"2",3,1,NA,4,NA,4,NA,4,NA,2,4,3,4,4,2,2,3,3,1,NA,NA,NA,NA,NA,5,3,2,NA,NA,NA,NA,NA,NA,"mild"
"1155",1,5,2,18,2,2,5,2,3,5,0,1,10,0,"2,3,5",1,NA,0,NA,5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"severe"
"1156",1,5,1,20,1,3,3,1,1,4,0,0,17,0,"2,5",1,NA,1,NA,4,NA,3,NA,5,NA,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"severe"
"1157",1,5,2,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mild"
"1158",1,5,2,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"severe"
"1159",1,5,2,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"severe"
"1160",1,5,2,58,2,2,4,4,4,5,0,0,14,0,"1,2,4,5",1,NA,1,NA,4,NA,4,NA,4,NA,1,5,4,2,5,6,6,3,NA,NA,NA,1,NA,NA,5,5,5,1,1,2,2,2,2,"severe"
"1161",1,5,2,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mild"
"1162",1,5,2,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"severe"
"1163",1,5,2,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"severe"
"1164",1,5,2,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mild"
"1165",1,5,2,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"severe"
"1166",1,5,2,55,5,2,4,4,2,2,0,0,NA,0,"5",4,1,NA,4,NA,5,NA,4,NA,4,3,4,4,4,3,4,4,3,1,NA,NA,NA,NA,NA,5,5,6,3,2,2,3,3,2,"mild"
