"","duration","Finished","consent","gender","age","residence","education","smartphoneuse","COVID_pos","COVID_pos_others","COVID_probability_1","COVID_pers_harm","COVID_sev_general","COVID_pers_concern","COVID_concern4others","COVID_lost_job","COVID_info_source_1","COVID_info_source_2","COVID_info_source_3","COVID_info_source_4","COVID_info_source_5","COVID_info_source_6","COVID_info_source_7","COVID_info_trust_1","COVID_info_trust_2","COVID_info_trust_3","COVID_info_trust_4","COVID_info_trust_5","COVID_info_trust_6","Gov_understand","Gov_helpful","COVID_govresponse_1","COVID_govresponse_2","COVID_govresponse_3","COVID_govresponse_4","COVID_govresponse_5","COVID_govresponse_6","COVID_govresponse_7","COVID_govresponse_8","COVID_govresponse_9","COVID_govresponse_10","COVID_govresponse_11","COVID_govresponse_12","COVID_govresponse_13","COVID_govresponse_14","COVID_comply_pers","ahal_abst","ahal_hyg","ahal_mask","ahal_luft","COVID_comply_percent","RKI_technology","RKI_data_access","attention_check","RKI_download","RKI_download_time","RKI_left_installed","RKI_blutooth","RKI_friends_family","RKI_deinstalled","RKI_reasons_open","RKI_reasons","RKI_future_download","RKI_reasons_not_open","RKI_reasons_not_down","COVID_test","positive_upload","reasons_noup_open","reasons_noupload","upload_fut","noup_fut_reasons_op","noupload_reasons","RKI_prevalence_app","RKI_mandatory","noupload_reasons_all","upload_other_reasons","cwa_warn","cwa_warn_understand_1","cwa_warn_understand_2","cwa_warn_understand_3","cwa_green_wastun","cwa_red_wastun","cwa_understand_open","reduce_lik_bt","return_activ_past","return_activ_fut","reduce_spread_past","reduce_spread_fut","ability_bt","decline_part_bt","proportionality_bt","sensitivity_bt","risk_of_harm_bt","trust_intentions_bt","trust_respectpriv_bt","data_security_bt","ongoing_control","acc_general_1","acc_general_2","acc_general_3","acc_general_4","acc_general_5","acc_general_6","wv_freemarket_best","wv_freemarket_lim","wv_lim_gov","sci_betterlives","sci_nextgenopp","Conspir_1","Conspir_2","Conspir_3","Conspir_4","Conspir_5","Conspir_6_rev","Conspir_7","free_text"
"937",1569,1,5,2,56,6,2,1,0,1,83,5,5,4,4,1,5,1,4,5,5,2,1,3,1,3,4,4,4,5,5,2,4,3,4,4,4,3,5,3,4,4,4,5,3,2,5,5,5,5,80,2,"1,2,5,6",1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,50,0,"1,5,7,8","Aus Angst  ausgegrenzt zu werden",NA,NA,NA,NA,NA,NA,"Ich habe alles verstanden ",4,1,2,2,2,4,5,1,5,4,1,1,2,1,4,4,4,4,4,4,5,5,7,2,7,1,4,1,1,4,4,3,NA
"938",1190,1,5,2,68,2,2,1,0,1,40,5,5,5,4,0,2,1,3,3,4,4,2,3,2,2,3,4,5,4,5,3,5,3,5,4,5,5,5,5,5,5,5,3,4,1,5,5,5,5,40,4,"1",1,1,2,1,1,1,NA,"Um mich und andere zu schï¿½ï¿½tzen und corona zu erkenn","2,4",NA,NA,NA,1,NA,NA,NA,1,NA,NA,35,1,"2,5,7","Ignoranz",1,5,5,4,"1","2,3,4,5,6","Da es bisher keine konkreten Kontakte gab, ist alles verstï¿½ï¿½ndli",2,2,3,3,3,5,5,5,2,1,6,6,5,5,1,1,2,1,1,1,2,6,3,5,6,1,3,1,1,1,5,2,NA
"939",731,1,5,2,66,2,1,0,0,0,11,2,4,2,3,0,4,4,4,4,4,4,4,3,3,3,3,3,3,2,2,5,5,3,3,4,5,3,4,4,5,4,5,3,3,2,3,4,5,5,65,4,"4,7",1,2,NA,NA,NA,NA,NA,NA,NA,0,"nicht zuverlï¿½ï¿½","2,4,7",NA,NA,NA,NA,NA,NA,NA,40,0,"2,5,6",NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,1,2,4,2,5,4,3,2,2,1,2,2,2,2,1,2,4,4,5,5,5,1,2,3,2,2,4,3,NA
"940",1053,1,5,2,63,7,5,1,0,1,70,3,4,3,4,0,5,2,3,5,4,3,2,5,2,3,5,4,4,5,2,3,4,2,2,4,3,3,5,3,4,3,4,3,2,2,5,5,5,5,70,2,"2",1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,59,0,"1,5,7",NA,NA,NA,NA,NA,NA,NA,"Nein ",3,2,3,3,2,3,5,1,3,1,4,2,1,2,4,2,4,4,2,4,5,7,5,6,7,3,4,1,1,1,5,1,NA
"941",1300,1,5,1,65,4,3,1,0,0,24,3,3,2,2,0,1,1,2,2,3,3,2,2,1,2,2,3,3,4,4,3,3,3,4,3,3,4,4,4,4,4,3,3,4,2,4,5,5,5,65,1,"1",1,1,2,1,1,0,NA,"weil ich dachte, es wï¿½ï¿½re nï¿½ï","2,3",NA,NA,NA,1,NA,NA,NA,1,NA,NA,35,0,"2,7",NA,1,3,3,3,"1,6,9","3,5","nein",1,1,1,2,2,4,6,4,3,2,4,4,4,4,2,2,2,2,2,2,4,4,4,5,5,1,3,2,2,2,4,2,NA
"942",1423,1,5,2,69,4,1,1,0,1,60,4,5,4,4,1,3,2,2,2,2,4,5,5,5,5,5,5,5,5,4,2,2,1,3,3,2,2,2,2,2,4,3,1,3,3,5,5,5,5,80,1,"1,2,5",4,1,4,1,2,1,NA,"Sicherheit. ","2",NA,NA,NA,3,NA,NA,NA,1,NA,NA,50,1,"4,7",NA,1,3,2,2,"2,3,4,5,6,9,10,11","2,7,10,11,12","Risiko. ",6,6,6,6,6,6,2,4,5,5,6,6,6,6,1,1,1,1,1,1,6,6,6,6,6,4,4,4,4,4,4,4,"Wie lange dauert noch mit Corona?"
"943",853,1,5,2,48,7,2,1,0,0,50,1,4,1,2,0,2,2,3,2,2,2,2,3,3,4,3,3,3,4,1,5,2,4,4,4,4,4,4,3,4,4,3,1,4,2,4,4,4,4,60,2,"1",1,2,NA,NA,NA,NA,NA,NA,NA,0,"Bin nicht in Gesellschaft ","1,2,4,5,6,9",NA,NA,NA,NA,NA,NA,NA,20,0,"1,2,3,4,5",NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,3,5,1,3,2,1,1,3,1,4,4,4,4,4,4,2,5,5,6,6,3,4,1,5,4,2,4,NA
"944",290,1,5,1,46,2,1,1,0,1,52,2,3,3,1,1,2,3,3,3,3,2,3,3,3,3,3,4,3,3,2,3,3,3,3,3,3,2,2,3,3,4,2,3,3,2,2,2,2,2,30,4,"2",1,2,NA,NA,NA,NA,NA,NA,NA,0,"App ist schwachsinn","10",NA,NA,NA,NA,NA,NA,NA,70,0,"4",NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,3,2,3,3,2,4,2,4,2,4,4,3,2,2,3,2,3,4,7,4,6,2,3,4,3,3,2,4,2,"Top"
"945",591,1,5,2,74,2,2,1,0,0,18,5,4,4,5,0,5,4,4,5,5,5,4,4,4,4,4,4,4,5,3,2,2,2,3,3,3,3,4,4,4,4,3,3,4,2,5,5,5,5,60,1,"7",1,1,2,1,1,1,NA,"um mich sicherer zu fï¿½ï¿½","2,3",NA,NA,NA,1,NA,NA,NA,1,NA,NA,40,1,"6",NA,1,4,4,4,"7","12","nein, die Idee finde ich sehr gut",5,2,3,2,2,4,4,5,3,3,5,5,5,5,2,2,2,2,2,2,4,3,5,6,6,1,3,1,1,1,4,1,NA
"946",1748,1,5,2,42,2,3,1,0,1,59,3,4,3,4,0,4,1,3,4,4,5,2,4,1,3,4,4,5,3,3,2,4,3,3,2,3,3,5,3,4,4,4,4,2,2,4,5,5,4,65,1,"1,2",1,1,2,1,1,1,NA,"Ich arbeite in einer Arztpraxis und habe viele Kontakte zu mir unbekannten Menschen ","2,3",NA,NA,NA,1,NA,NA,NA,1,NA,NA,64,0,"2,5,7",NA,2,4,4,4,"1,6","2,5,7,12","Nichts",2,2,3,4,2,5,5,5,2,1,6,6,5,5,2,3,2,1,1,1,3,5,5,5,6,1,2,1,1,1,4,1,NA
"947",1570,1,5,1,59,2,1,1,0,0,59,4,3,4,4,0,1,1,4,5,5,5,1,2,1,3,5,5,5,4,4,2,2,2,2,1,1,3,5,5,5,4,4,3,3,2,5,5,5,5,65,1,"2",1,1,1,1,1,1,NA,"Zur Selbstschutz und das von anderen ","1,2,3,5",NA,NA,NA,1,NA,NA,NA,1,NA,NA,35,0,"1,2,5,7",NA,2,5,5,4,"4,5,6,9","4,5,6,9","Zu wissen in welcher Situation und wo man in Kontakt kam. ",4,4,4,4,4,4,6,6,2,1,6,6,6,5,4,4,1,4,4,1,6,7,6,6,6,1,1,1,1,1,5,1,"Corona bleibt bei uns noch eine Weile. Die Menschen mï¿½ï¿½ssen verantwortlich handeln und Verschwï¿½ï¿½rung Theorien ignorieren und lieber auf Ihre Schutz und das von anderen k"
"948",474,1,5,1,51,2,2,1,0,1,30,3,4,3,3,0,1,1,3,3,3,5,1,1,1,4,3,3,4,3,3,3,3,2,5,4,3,4,5,4,5,3,5,4,4,2,4,5,5,4,70,1,"1",1,2,NA,NA,NA,NA,NA,NA,NA,0,"Ich halte dies fï¿½ï¿½r ï¿½ï¿½ber","1,4,6",NA,NA,NA,NA,NA,NA,NA,20,0,"1,3,6","Bringt nichts",NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,2,6,1,4,4,4,2,2,3,4,4,4,4,4,4,6,4,7,5,6,1,1,1,3,1,4,1,NA
"949",1790,1,5,1,47,4,3,1,0,0,15,3,3,2,2,1,4,1,3,4,4,4,1,4,2,3,4,4,4,3,3,3,2,2,3,3,3,3,5,4,5,3,3,4,3,2,5,4,3,1,15,2,"4",1,2,NA,NA,NA,NA,NA,NA,NA,0,"ich denke nicht dass sie eine sichere Methode ist, da sich nicht alle Bewohner daran beteiligen. Wenn sich jeder daran beteiligen mï¿½ï¿½sste, dann wï¿½ï¿½rde sie Sinn","4",NA,NA,NA,NA,NA,NA,NA,10,0,"2,4,6,7",NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,2,4,6,4,4,4,3,4,4,5,4,4,2,3,2,4,5,4,6,4,6,1,2,1,1,1,4,2,NA
"950",1758,1,5,2,51,6,3,1,0,0,23,3,2,1,2,0,3,3,3,3,3,3,2,3,3,4,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,50,2,"2,5",1,2,NA,NA,NA,NA,NA,NA,NA,0,"weil ich der meinung bin, leute die infiziert sind sollten gar nicht raus. von daher brauch man auch keine app","2",NA,NA,NA,NA,NA,NA,NA,15,0,"2,7",NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,3,4,2,3,3,2,2,2,2,3,3,3,3,3,3,4,4,6,4,5,3,3,1,4,4,2,3,NA
"951",745,1,5,1,63,3,2,1,0,0,20,4,4,3,4,0,2,2,3,3,4,5,2,3,3,4,5,5,5,5,5,3,3,3,4,3,4,4,4,4,4,4,5,3,4,2,5,5,5,5,60,1,"7",1,1,1,1,1,1,NA,"weil ich mï¿½ï¿½chte das ich informiert werde wenn ich kontakt zu einem covid19 infizierten h","2,3,4",NA,NA,NA,1,NA,NA,NA,1,NA,NA,75,1,"4,7",NA,1,5,5,5,"6,12","2,3,5,6,12","nein",2,1,4,2,3,5,5,5,2,2,5,5,5,5,4,4,3,3,3,2,2,3,2,4,5,1,2,1,1,1,4,1,NA
"952",721,1,5,2,52,4,2,1,0,1,40,4,4,2,2,0,3,3,3,2,3,5,2,4,4,4,4,4,5,2,2,2,2,2,4,3,3,4,5,3,4,3,3,3,4,2,4,5,5,4,60,2,"1",1,1,2,1,1,0,NA,"Weil das eine gute Prï¿½ï¿½vdention ist bzgl Nach verfol","2,3",NA,NA,NA,3,NA,NA,NA,1,NA,NA,50,0,"1,7",NA,2,4,4,3,"6,9","4,5,9,10",NA,4,3,3,4,4,5,5,5,5,2,5,5,5,2,3,3,3,2,2,2,5,6,3,6,6,1,1,1,1,1,4,1,NA
"953",1033,1,5,2,65,2,1,1,0,1,11,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,4,5,5,5,2,5,5,5,5,75,1,"2",1,1,3,1,1,1,NA,"Sehr intressant.man wird vielleicht rechtzeitig gewarnt","2,3,4",NA,NA,NA,1,NA,NA,NA,1,NA,NA,55,0,"5,7",NA,2,5,5,5,"2,3,4,5,6,7,10,11","2,4,5,6,7,10,12","Nein",5,6,6,5,5,4,5,6,6,1,6,6,6,6,3,4,4,3,1,2,5,6,1,4,6,1,5,5,2,1,2,4,NA
"954",949,1,5,2,72,5,1,1,0,0,39,4,5,4,4,0,4,1,4,5,5,5,2,5,3,4,5,5,5,5,5,3,3,1,3,4,3,3,5,5,5,3,3,3,3,2,5,5,5,5,80,2,"1",1,2,NA,NA,NA,NA,NA,NA,NA,0,"wird von meinen Smartphonenicht unterstï¿½ï¿½tzt und ein anderes kann ich mir nicht leis","8",NA,NA,NA,NA,NA,NA,NA,80,0,"3,7",NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,4,4,4,6,6,1,1,6,6,6,6,1,1,1,1,1,1,4,4,4,7,7,1,1,1,1,1,5,1,"War sehr gut"
"955",1203,1,5,2,50,2,1,1,0,0,42,2,4,3,5,0,1,5,2,2,5,2,1,2,2,2,3,4,4,3,3,3,3,2,3,4,4,3,3,3,3,3,3,2,3,2,5,5,5,5,70,2,"2,5",1,1,3,1,2,0,NA,"wichtigkeit der Gesundheit. ich kann Risiko  niedrig halten, zu erkranken,","2,4",NA,NA,NA,3,NA,NA,NA,1,NA,NA,60,0,"1,5,7",NA,2,4,5,4,"6","7,11",NA,4,2,3,4,4,5,5,5,6,2,5,5,5,5,3,3,2,3,3,3,4,5,5,6,6,2,2,2,1,1,5,1,NA
"956",1199,1,5,1,51,2,2,1,0,0,12,4,4,3,3,0,3,2,2,3,4,2,3,2,2,3,3,3,4,2,3,3,4,2,5,3,3,4,3,3,3,2,4,4,5,3,2,3,4,4,80,2,"7",1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,50,0,"5,7",NA,NA,NA,NA,NA,NA,NA,"Habe die app noch nicht",4,1,4,3,4,4,5,4,4,1,5,5,5,3,1,1,1,1,1,1,3,5,2,5,6,3,3,1,4,2,3,2,NA
"957",871,1,5,2,46,2,3,1,0,0,5,2,3,2,2,0,2,1,2,2,2,2,1,2,1,2,2,2,2,5,3,3,3,3,4,3,3,4,4,4,4,3,3,3,3,2,5,5,5,5,50,4,"7",1,2,NA,NA,NA,NA,NA,NA,NA,0,"Vertraue ihr nicht u d finde es gibt sinnvollere Methoden gegen Corona ","1,4",NA,NA,NA,NA,NA,NA,NA,30,0,"5",NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,5,4,1,4,3,1,1,3,3,4,4,4,4,4,4,4,4,4,5,5,3,2,3,3,3,3,2,NA
"958",746,1,5,1,45,5,3,1,0,1,85,4,4,5,4,0,3,1,3,4,4,4,1,4,1,4,4,5,5,4,4,3,5,2,4,4,5,4,5,5,5,5,5,5,3,2,5,5,5,5,60,1,"2",1,1,3,0,NA,1,"3","Weil ich hoffte, dass sie was bringt. ","2,3,4",NA,NA,NA,1,NA,NA,NA,1,NA,NA,20,1,"1,6,7",NA,NA,NA,NA,NA,NA,NA,"Warum werden stï¿½ï¿½ndig irgendwelche Fehler angezeigt",2,2,2,2,2,2,6,4,3,3,4,4,4,3,2,3,2,2,3,1,6,5,2,7,6,1,1,1,1,1,5,1,"Bitte dafï¿½ï¿½r sorgen, dass die Warn-App besser wi"
"959",901,1,5,2,61,6,2,1,0,0,51,3,4,4,4,0,3,2,3,4,4,4,2,4,2,4,4,4,4,3,3,3,3,2,3,4,3,3,4,3,3,4,4,4,3,2,4,5,5,4,45,1,"1",1,2,NA,NA,NA,NA,NA,NA,NA,0,"mein Handy nimmt die APP nicht.","8",NA,NA,NA,NA,NA,NA,NA,25,0,"4",NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,4,5,5,3,4,4,2,5,5,4,5,3,2,2,3,2,3,2,1,1,5,5,1,1,1,1,1,3,1,NA
"960",334,1,5,1,50,2,2,1,0,1,50,3,4,3,3,1,1,2,3,4,5,3,2,5,5,5,2,4,4,2,3,5,3,1,2,4,5,4,4,4,3,3,1,2,3,2,1,2,3,4,50,2,"1",4,1,4,1,2,1,NA,"Weil ich mich schï¿½ï¿½tzen ","5",NA,NA,NA,2,2,"Keine","2",NA,NA,NA,60,1,"6",NA,2,1,2,3,"12","9","Nein",2,1,2,1,6,5,4,2,2,1,6,5,3,2,2,3,2,3,4,1,2,4,1,1,7,5,1,1,1,1,2,3,"Super"
"961",813,1,5,1,63,2,3,1,0,0,33,5,4,5,5,1,2,5,4,3,5,4,1,4,3,4,4,5,3,3,4,4,2,2,5,2,1,4,5,5,5,3,5,2,4,2,5,5,5,4,50,2,"5",1,1,3,1,1,0,NA,"Aus neugierde","6",NA,NA,NA,1,NA,NA,NA,1,NA,NA,10,1,"5",NA,2,3,4,4,"1","4,6,9,11",NA,1,1,3,2,3,4,5,5,4,1,6,6,5,4,3,3,1,3,1,2,6,2,2,4,7,1,1,1,1,1,4,2,NA
"962",858,1,5,1,75,4,3,1,0,0,91,5,5,5,5,0,2,2,2,2,2,3,1,3,3,3,3,3,3,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,2,5,5,5,5,40,4,"7",1,2,NA,NA,NA,NA,NA,NA,NA,0,"Kein geeignetes handy","1,4,5,6,7,9",NA,NA,NA,NA,NA,NA,NA,60,0,"1,2,4,5",NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,3,3,3,6,3,5,5,5,2,2,4,2,2,2,2,4,2,4,7,4,1,1,1,1,1,1,1,3,1,NA
"963",529,1,5,2,57,2,2,1,0,0,51,3,4,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,5,5,5,5,40,1,"2",1,1,2,1,1,1,NA,"finde ich gut / hilft die pandemie einzudï¿½ï¿½","2,3",NA,NA,NA,1,NA,NA,NA,1,NA,NA,40,0,"2",NA,1,5,5,5,"2,3,4,5,9,11,12","2,3,4,5,12","nein",4,1,3,2,2,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,4,4,4,4,4,3,3,3,3,3,3,3,NA
"964",1105,1,5,1,67,6,5,1,0,1,30,3,3,3,4,0,3,1,4,4,4,4,1,4,2,3,4,4,5,4,4,2,3,2,3,2,2,5,5,4,4,4,5,3,3,2,5,5,5,5,75,1,"2",1,1,2,1,1,1,NA,"Unterstï¿½ï¿½tzung bei der Verfolgung der Infektionsk","2,3,4",NA,NA,NA,1,NA,NA,NA,1,NA,NA,15,1,"1,4,5",NA,1,5,5,5,"2,3,4,6,7,9","2,3,4,5,11","Keine",2,1,2,3,3,5,6,5,2,1,6,6,6,6,3,2,2,2,1,1,5,6,4,6,6,1,1,1,1,1,5,1,NA
"965",14,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"966",665,1,5,2,60,2,1,1,0,0,4,4,5,5,5,0,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,2,2,4,4,3,3,3,3,3,3,3,3,3,1,3,3,3,3,78,4,"3",1,2,NA,NA,NA,NA,NA,NA,NA,0,"Mein  Handy  zu aalt","2,3,8",NA,NA,NA,NA,NA,NA,NA,90,0,"6",NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,5,2,5,5,5,5,5,5,5,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,NA
"967",765,1,5,2,48,5,2,1,0,0,46,2,3,3,2,0,2,1,2,2,2,2,2,3,1,2,3,2,2,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,2,4,4,3,4,70,2,"1",1,2,NA,NA,NA,NA,NA,NA,NA,0,"Sehe keinen Sinn darin da es nur alle 24 Stunden aktualisiert wird ","1",NA,NA,NA,NA,NA,NA,NA,50,0,"1,6,7",NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,2,3,6,2,4,5,3,3,3,3,2,2,2,2,3,2,5,5,4,4,5,3,4,3,3,3,4,3,NA
"968",1147,1,5,2,57,1,5,1,0,0,2,1,1,1,1,0,2,1,5,2,3,2,2,3,1,5,3,3,2,1,2,4,3,4,4,1,3,5,5,5,5,5,1,2,4,2,1,2,1,1,50,1,"4",1,1,4,1,1,0,NA,"Weil eure Mutti sagt das es gut ist und ich gewarnt werde wenn mein Handy sich lï¿½ï¿½ngere Zeit in der Nï¿½ï¿½he eines anderen Handys ","2,4",NA,NA,NA,1,NA,NA,NA,1,NA,NA,45,0,"1,2,6",NA,1,2,5,5,"1","10",NA,1,1,1,1,1,5,6,3,2,2,5,5,5,5,4,4,4,4,4,4,4,6,6,6,6,2,2,1,4,5,2,1,NA
"969",1047,1,5,2,62,6,2,1,0,1,51,4,4,4,5,1,5,3,3,3,5,5,1,4,3,4,4,4,5,5,3,1,2,3,3,3,2,3,4,3,3,3,3,2,3,2,4,4,5,5,50,4,"4",1,1,2,1,1,0,NA,"weil ich einfach neugierig bin, ob diese App tatsï¿½ï¿½chlich funktion","6",NA,NA,NA,3,NA,NA,NA,1,NA,NA,10,0,"1,2,6",NA,2,3,3,3,"1,6","1,6","es gibt keine",2,1,1,1,1,6,6,3,5,2,4,4,5,1,4,4,4,4,4,4,4,6,4,4,4,1,1,1,1,1,2,1,"Ich bin von der Corona App sehr enttï¿½ï¿½uscht, da scheinbar nur wenige Testlabore Informationen an diese App weitergeben. In meinen Augen sin 60 Mio. Euro in den Sand gese"
"970",425,1,5,2,71,2,2,0,0,0,49,3,4,3,3,0,3,1,3,3,3,3,1,3,1,3,3,3,3,5,5,3,5,3,5,5,5,5,5,5,5,5,5,3,5,2,5,5,5,5,65,4,"7",1,2,NA,NA,NA,NA,NA,NA,NA,0,"habe kein Smartphone","7",NA,NA,NA,NA,NA,NA,NA,40,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,3,3,3,6,4,5,1,6,6,6,6,1,1,4,1,1,1,4,4,4,6,6,1,1,1,2,1,5,1,NA
"971",982,1,5,2,59,3,5,1,0,0,19,3,3,4,4,1,3,3,4,3,4,3,3,4,4,5,4,4,4,4,4,3,1,3,4,3,4,4,3,3,4,3,3,2,3,2,5,4,4,5,50,3,"1,2",4,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,50,1,"3,5",NA,NA,NA,NA,NA,NA,NA,"Keine",5,5,5,4,5,4,3,5,5,6,6,5,5,2,1,2,2,2,1,1,5,6,2,6,6,2,4,1,4,2,5,4,NA
"972",2631,1,5,1,77,2,2,1,0,0,50,3,4,3,3,0,4,3,4,2,5,5,3,4,4,5,2,5,5,3,3,2,1,3,4,3,3,4,4,4,5,5,4,3,3,2,5,5,5,4,80,1,"1,2",1,1,1,1,1,1,NA,"ich mï¿½ï¿½chte rechtzeitig gewarnt we","2,3,4",NA,NA,NA,1,NA,NA,NA,1,NA,NA,30,1,"1,2,6",NA,2,4,5,1,"3,6","2,3","nein",4,1,4,2,3,4,6,6,4,2,6,6,5,3,3,2,1,2,1,3,3,6,7,4,6,1,1,2,1,1,5,1,NA
"973",1249,1,5,1,54,6,3,1,0,1,30,4,4,3,4,0,4,1,2,4,4,4,2,4,1,2,4,3,4,4,3,2,1,2,4,2,1,4,5,4,5,5,4,4,4,2,4,3,5,5,66,1,"4",1,1,2,1,1,1,NA,"Die Technologie scheint mir sinnvoll. Ich bin als Verkï¿½ï¿½ufer in wechselnden Kundenkonta","3",NA,NA,NA,1,NA,NA,NA,1,NA,NA,20,0,"1,4,5",NA,2,4,3,3,"7,9","4,7,9,10","Keine",1,1,1,2,3,4,6,6,1,1,6,6,6,3,4,4,4,4,4,4,1,6,5,7,7,1,3,1,1,1,5,1,"Ich hï¿½ï¿½tte mir mehr Antwortmï¿½ï¿½glichke""Ich weiï¿½ï¿½ n"" gewï¿½ï¿½n"
"974",3283,1,5,1,64,2,3,1,0,0,13,4,4,3,3,0,5,2,3,3,5,4,1,4,3,3,4,4,4,2,2,4,3,3,4,3,4,4,4,4,4,4,4,3,4,1,4,3,4,3,30,4,"5",1,1,2,1,1,1,NA,"Um im Kontaktfall entsprechend handeln zu kï¿½ï¿½n","2,3,4",NA,NA,NA,1,NA,NA,NA,1,NA,NA,20,0,"1,2,3",NA,2,2,2,2,"1,6","2,3,5,6,7,12",NA,1,1,3,2,2,4,5,3,5,2,3,5,5,5,3,4,4,3,3,4,2,5,5,6,6,1,3,1,2,3,4,2,NA
"975",1326,1,5,1,60,6,2,1,0,0,15,4,4,3,3,0,2,1,3,3,3,1,1,3,2,4,4,4,3,5,4,2,5,1,3,3,1,3,5,3,3,4,3,1,2,2,4,5,5,5,70,2,"2",1,2,NA,NA,NA,NA,NA,NA,NA,0,"Kein Vertrauen","2,9",NA,NA,NA,NA,NA,NA,NA,80,0,"1",NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,3,3,4,6,3,4,2,2,2,2,2,3,3,4,3,3,2,6,5,6,6,6,1,1,1,1,1,4,1,NA
"976",1022,1,5,1,45,6,2,1,0,0,30,3,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,1,1,3,2,3,5,3,3,5,5,3,5,3,3,2,4,2,4,4,5,5,70,1,"7",1,1,3,1,1,0,NA,"Interessehalber ","6",NA,NA,NA,3,NA,NA,NA,1,NA,NA,60,0,"5",NA,2,4,4,4,"6","2,3,5,6,11","Nein",1,1,1,2,1,4,5,1,5,2,3,2,3,2,4,3,4,4,2,4,4,4,4,5,5,2,3,1,4,3,1,2,NA
