"","Finished","consent","gender","age","residence","education","smartphoneuse","COVID_pos","COVID_pos_others","COVID_probability_1","COVID_pers_harm","COVID_sev_general","COVID_pers_concern","COVID_concern4others","COVID_lost_job","COVID_info_source_1","COVID_info_source_2","COVID_info_source_3","COVID_info_source_4","COVID_info_source_5","COVID_info_source_6","COVID_info_source_7","COVID_info_trust_1","COVID_info_trust_2","COVID_info_trust_3","COVID_info_trust_4","COVID_info_trust_5","COVID_info_trust_6","Gov_understand","Gov_helpful","COVID_fatalaties_1","COVID_fatalaties_2","COVID_fatalaties_3","COVID_fatalaties_4","COVID_fatalaties_5","COVID_fatalaties_7","COVID_fatalaties_8","COVID_fatalaties_9","COVID_fatalaties_10","COVID_govresponse_1","COVID_govresponse_2","COVID_govresponse_3","COVID_govresponse_4","COVID_govresponse_5","COVID_govresponse_6","COVID_govresponse_7","COVID_govresponse_8","COVID_govresponse_9","COVID_comply_percent","COVID_comply_pers","RKI_technology","RKI_data_access","attention_check","RKI_download","RKI_download_time","RKI_left_installed","RKI_deinstalled","RKI_blutooth","RKI_upload","RKI_reasons","RKI_friends_family","RKI_future_download","RKI_reasons_not_down","RKI_prevalence_app_1","RKI_mandatory","reduce_lik_bt","return_activ_past","return_activ_fut","reduce_spread_past","reduce_spread_fut","ability_bt","decline_part_bt","proportionality_bt","sensitivity_bt","risk_of_harm_bt","trust_intentions_bt","trust_respectpriv_bt","data_security_bt","ongoing_control","acc_general_1","acc_general_2","acc_general_3","acc_general_4","acc_general_5","acc_general_6","wv_freemarket_best","wv_freemarket_lim","wv_lim_gov","sci_betterlives","sci_nextgenopp","Conspir_1","Conspir_2","Conspir_3","Conspir_4_REV","Conspir_5","Conspir_covid"
"288",1,5,2,20,4,2,1,0,1,29,3,3,2,2,0,1,1,3,1,1,1,1,1,1,3,1,1,1,2,2,42980,128367,80802,107163,89971,55014,64183,102579,38395,3,4,4,4,4,4,4,4,4,50,3,1,"5",1,1,3,1,"",1,1,"1",0,NA,"",42,0,4,1,4,3,4,4,4,3,5,2,3,2,4,5,4,4,4,2,3,3,7,5,4,5,6,7,7,7,1,7,7
"289",1,5,2,68,7,2,1,0,0,5,5,4,2,2,0,1,3,2,2,5,1,2,2,2,2,3,5,4,4,3,9807,200000,9104,142363,185409,195996,199303,190657,193966,3,3,3,4,3,4,5,5,5,30,5,4,"8",1,2,NA,NA,"",NA,NA,"",NA,0,"4",16,0,2,1,1,1,1,2,6,5,5,3,5,4,4,3,1,1,1,1,1,1,3,5,4,4,3,4,4,7,4,4,4
"290",1,5,2,18,4,3,1,0,1,82,4,5,4,5,0,2,4,3,4,3,5,1,4,2,2,4,4,5,4,3,38065,67742,74839,69677,24516,22581,47097,101290,52903,3,2,3,3,3,3,3,4,3,20,5,4,"8",1,2,NA,NA,"",NA,NA,"",NA,1,"",13,0,3,1,2,2,2,2,5,1,5,1,4,2,4,5,2,2,3,2,1,1,2,4,2,4,7,5,4,5,6,4,4
"291",1,5,1,20,2,1,1,0,1,30,2,4,3,3,0,3,2,2,3,3,3,1,5,2,2,5,5,5,4,4,14135,45094,8755,40922,38617,30438,40922,151009,80115,3,4,1,3,3,3,3,5,2,45,3,1,"1,2",1,1,2,1,"",1,1,"2,3,4",1,NA,"",36,1,2,3,5,4,5,6,6,5,2,1,5,5,5,2,2,1,3,1,1,1,4,4,4,6,7,2,2,2,7,6,2
"292",1,5,2,18,2,3,1,0,1,75,3,4,2,4,0,NA,1,3,2,4,4,1,2,1,4,4,4,5,3,3,12313,32116,9196,50119,9096,15531,20596,66560,15932,3,5,2,3,4,5,3,5,3,40,4,1,"5",1,2,NA,NA,"",NA,NA,"",NA,1,"",20,1,5,1,5,2,3,5,6,5,5,2,5,5,4,5,4,3,4,2,3,2,4,2,6,4,6,2,4,2,7,1,1
"293",1,5,2,23,1,2,1,0,1,35,3,4,4,4,0,3,2,2,2,4,4,1,3,2,3,3,4,5,4,3,1146,7450,9169,44126,15473,3438,46991,123782,46991,2,1,3,4,3,1,4,5,3,70,5,3,"1",1,2,NA,NA,"",NA,NA,"",NA,1,"",26,1,3,4,4,1,3,5,6,6,4,2,6,6,5,3,1,3,2,2,1,1,4,6,6,7,7,4,2,5,4,2,1
"294",1,5,1,74,6,5,1,0,0,30,5,3,3,3,0,3,1,1,2,4,2,1,4,1,2,3,4,4,2,3,9859,10141,9859,30141,5352,5352,23099,95775,47042,3,3,3,3,3,3,3,5,4,70,4,1,"5",1,1,1,1,"",1,1,"1,2,3,4,5",1,NA,"",20,0,1,2,4,3,4,5,6,6,2,1,6,6,5,6,4,4,4,4,1,4,2,7,7,5,6,3,4,5,7,1,1
"295",1,5,1,67,3,3,0,0,0,18,5,3,3,3,0,4,1,2,5,5,4,2,4,1,3,5,5,4,5,4,150704,176620,96901,187324,147887,143099,196620,192394,159718,2,3,2,4,2,2,4,5,4,35,5,4,"1,5",1,2,NA,NA,"",NA,NA,"",NA,0,"7",19,0,2,1,1,1,1,3,6,3,5,2,3,2,3,2,4,4,4,4,4,4,1,7,5,3,5,7,7,7,1,6,2
"296",1,5,1,64,6,3,1,0,0,6,1,5,1,1,0,1,1,1,1,1,3,5,1,1,1,1,1,3,1,1,21127,43380,10141,27887,21972,20000,36338,79718,34930,1,1,4,1,1,1,1,1,1,30,1,2,"2",3,2,NA,NA,"",NA,NA,"",NA,0,"2",19,0,1,1,1,1,1,1,6,1,6,6,1,1,1,1,3,4,4,4,4,4,7,7,7,5,5,7,7,7,1,7,7
"297",1,5,1,72,5,2,0,0,0,9,1,3,1,2,0,2,1,2,3,4,4,2,3,2,4,4,4,5,4,3,12958,32958,10704,33239,39718,28169,20845,175493,22535,3,3,2,2,3,3,3,5,4,85,5,4,"8",1,2,NA,NA,"",NA,NA,"",NA,0,"7",30,0,1,1,1,2,2,3,5,5,2,2,4,4,6,2,2,3,3,4,4,3,2,6,5,4,5,4,3,4,7,5,2
"298",1,5,2,74,1,2,1,0,0,23,3,2,3,3,0,4,1,3,3,3,5,2,4,1,3,3,3,4,3,4,44210,168896,61086,171740,31700,66874,167095,200000,145142,3,3,1,2,3,4,4,5,4,70,6,3,"5",1,1,2,1,"",1,1,"2,3",1,NA,"",33,0,3,2,2,2,3,5,6,5,2,1,5,5,5,1,3,3,2,4,2,4,3,5,6,6,6,1,1,1,7,1,1
"299",1,5,2,65,2,1,0,0,0,1,1,1,1,1,0,1,3,2,1,1,1,1,3,3,4,1,1,1,1,1,19718,46197,43662,69014,40563,51549,60845,40845,35211,5,5,5,5,5,5,5,5,5,60,1,4,"8",1,2,NA,NA,"",NA,NA,"",NA,0,"7",30,0,1,1,1,1,1,1,6,1,6,6,1,1,1,2,4,4,4,4,4,4,7,5,7,6,7,7,7,7,7,7,7
"300",1,5,1,65,7,2,0,0,0,93,5,4,4,4,0,3,2,4,3,2,4,3,4,2,4,4,3,4,4,4,21972,47042,9859,21408,16901,16056,21972,90423,16338,3,2,2,3,2,2,3,5,4,95,7,4,"1,4,2,5,7",1,2,NA,NA,"",NA,NA,"",NA,0,"7",40,1,5,1,1,4,4,5,5,4,2,1,5,5,5,5,1,1,1,1,1,1,6,6,1,7,7,5,2,5,4,5,6
"301",1,5,1,66,4,5,1,0,0,2,1,3,1,1,0,1,1,2,1,1,1,3,1,1,3,1,1,1,3,2,9577,184225,10986,35493,30704,14085,35493,144507,51831,3,5,4,5,4,3,4,5,5,78,6,2,"1,4,2",1,1,3,1,"",2,1,"2,3",1,NA,"",32,0,2,1,2,2,2,3,5,1,6,3,1,2,1,6,3,3,2,3,2,2,2,6,5,2,2,7,7,7,4,7,4
"302",1,5,1,20,5,2,1,1,1,NA,NA,3,NA,3,1,1,5,2,3,5,4,5,1,1,5,2,1,2,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,40,9,1,"8",2,1,1,1,"",1,1,"1",1,NA,"",48,1,6,3,6,1,5,6,1,6,3,6,5,6,2,4,1,4,4,4,1,2,7,7,7,7,7,7,7,7,7,7,7
"303",1,5,1,68,7,5,1,0,0,9,4,4,3,3,0,2,2,2,2,2,2,2,3,1,3,3,3,3,4,3,3662,13239,4225,11831,5070,5070,10704,46479,36056,2,3,3,4,2,3,2,5,5,80,4,1,"1,5",1,1,2,1,"",1,1,"2,3",1,NA,"",14,1,4,2,3,2,3,4,5,4,3,2,5,5,5,3,1,1,2,2,2,2,2,6,2,5,5,2,2,2,7,2,1
"304",1,5,2,67,3,5,0,0,0,19,3,3,3,3,0,2,2,2,1,1,2,1,2,2,2,2,2,2,3,3,46423,73183,5014,126986,72620,86704,160507,188676,72056,4,3,3,5,4,3,5,5,4,70,5,4,"8",1,2,NA,NA,"",NA,NA,"",NA,0,"7",20,0,3,1,1,2,2,2,5,3,3,2,4,4,4,2,2,2,2,2,2,2,4,5,4,5,6,5,5,5,4,5,4
"305",1,5,2,19,6,3,1,0,1,0,1,3,2,3,0,1,3,2,2,2,1,2,1,2,4,3,1,3,4,4,192157,167059,156078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,4,1,"5",4,2,NA,NA,"",NA,NA,"",NA,0,"1,2,4",3,0,1,1,3,1,1,3,6,1,1,1,1,3,2,1,2,3,2,4,3,4,1,1,5,5,4,4,4,1,3,2,2
"306",1,5,2,66,5,1,1,0,0,1,5,4,4,4,0,5,5,5,1,5,5,3,3,3,3,3,4,5,4,4,NA,NA,10141,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,50,4,4,"8",1,2,NA,NA,"",NA,NA,"",NA,0,"6,9",40,0,1,1,1,1,1,4,4,1,5,5,1,1,1,1,3,4,3,4,4,4,4,5,6,4,4,7,7,7,4,7,7
"307",1,5,2,69,4,1,1,0,0,2,5,4,5,5,0,4,1,3,1,5,1,1,3,1,4,1,2,1,3,1,10423,25070,10423,47606,11268,10704,58873,109859,79718,1,5,3,4,3,4,4,5,5,70,5,4,"1",1,2,NA,NA,"",NA,NA,"",NA,0,"2,4",20,0,1,1,1,1,1,3,4,1,1,6,1,1,1,4,4,4,4,4,4,4,6,6,7,5,6,7,7,7,1,7,7
"308",1,5,2,69,7,5,1,0,0,30,3,3,3,2,0,2,1,3,2,4,3,3,4,3,4,4,4,5,4,4,123380,198592,91549,200000,104225,127324,200000,198873,169577,3,2,2,4,3,3,4,5,5,80,5,4,"1,2,5,7",1,2,NA,NA,"",NA,NA,"",NA,0,"8",55,0,4,3,3,3,3,4,4,3,3,1,3,5,5,1,2,2,3,4,1,2,4,6,5,5,6,6,6,5,6,6,2
"309",1,5,1,65,3,1,1,0,0,28,2,4,2,2,0,2,2,1,2,2,2,1,2,2,2,2,2,3,2,2,21305,37325,21883,49959,28159,24195,43022,82329,60859,4,4,3,3,3,3,4,5,5,70,3,1,"8",1,2,NA,NA,"",NA,NA,"",NA,0,"9",24,0,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,3,2,2,2,4,4,4,4,4,4,4,4,4,4,4
"310",1,5,1,66,6,3,1,0,0,40,3,3,2,2,0,5,1,4,3,4,4,1,3,1,3,3,3,3,3,3,12113,70986,9859,34366,22535,7042,23944,57465,25634,3,3,3,4,4,3,4,5,4,70,5,2,"1,2",1,2,NA,NA,"",NA,NA,"",NA,1,"",34,0,2,2,2,2,2,3,6,2,3,1,3,3,3,5,3,3,3,4,1,3,4,6,5,5,5,2,1,2,6,4,2
"311",1,5,1,71,5,3,0,0,1,13,4,3,3,2,0,2,2,2,1,5,2,2,2,4,4,1,5,3,4,4,9859,25634,9296,36620,3944,1127,41127,174648,40845,3,3,2,3,1,1,4,4,4,85,5,4,"1",1,2,NA,NA,"",NA,NA,"",NA,0,"7",30,1,4,1,2,3,4,5,4,5,4,1,5,5,4,5,1,2,2,2,3,2,2,3,2,6,6,1,1,1,7,4,5
"312",1,5,1,70,1,5,1,0,0,10,4,4,4,4,0,2,3,3,3,3,5,2,3,3,3,4,4,5,4,4,4746,10395,7232,17401,452,1469,8927,11412,7119,3,3,2,4,2,2,4,5,4,95,5,1,"1,2",1,1,2,1,"",1,1,"4",1,NA,"",20,1,5,2,3,2,3,5,4,5,2,2,5,5,5,5,2,1,2,2,2,2,6,6,5,6,6,1,1,1,7,1,1
"313",1,5,2,66,6,2,1,0,0,30,5,3,2,3,0,1,1,2,1,4,4,1,3,1,3,3,4,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,3,5,3,50,5,1,"8",1,2,NA,NA,"",NA,NA,"",NA,0,"4",30,0,2,1,1,2,2,2,6,4,3,2,4,4,4,1,3,2,4,3,2,2,4,6,5,4,4,4,4,4,6,4,3
"314",1,5,2,20,5,2,1,0,0,0,4,3,3,3,0,1,2,3,3,3,2,2,3,2,3,4,4,4,3,1,83668,157020,63037,116905,56734,63037,146132,95702,103725,4,3,4,4,4,3,3,3,3,55,5,2,"2",3,2,NA,NA,"",NA,NA,"",NA,1,"",53,1,4,4,4,4,4,4,4,4,4,2,4,4,4,4,2,4,4,4,3,2,3,5,2,3,5,5,5,2,6,4,4
"315",1,5,1,70,6,5,1,0,0,40,4,3,3,3,0,1,1,1,3,5,2,2,2,1,2,4,4,4,3,4,13521,28451,8732,26479,25634,26479,48451,73521,43099,3,4,3,3,3,4,4,4,3,50,5,1,"5",1,2,NA,NA,"",NA,NA,"",NA,1,"",61,0,3,2,2,3,3,4,4,3,3,2,4,4,4,5,3,3,3,2,3,3,4,3,5,5,5,2,2,2,6,2,4
"316",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317",1,5,1,69,6,5,1,0,0,50,5,4,3,4,0,3,1,2,2,3,3,2,3,1,2,3,3,4,4,4,17465,53239,9577,90986,52394,14648,103380,132113,66761,4,2,2,3,4,3,5,5,4,30,4,2,"1,2,5",1,2,NA,NA,"",NA,NA,"",NA,0,"4",38,0,2,1,2,2,2,3,4,2,6,3,4,3,4,2,2,2,2,2,3,3,2,7,4,6,6,3,2,4,7,2,2
"318",1,5,1,73,4,3,1,0,0,9,4,4,2,3,0,3,3,2,4,5,5,2,4,3,3,4,4,5,4,4,559,4790,9306,35540,279,279,29334,179121,41746,2,2,2,2,2,2,2,4,2,35,4,1,"2",1,1,3,1,"",1,1,"2,3",0,NA,"",41,0,2,5,4,2,3,4,4,4,5,1,4,5,5,5,4,3,4,4,3,4,3,6,4,6,7,6,6,7,4,6,5
"319",1,5,1,67,2,1,1,0,0,13,2,2,2,2,0,4,3,4,3,3,3,2,4,2,3,4,4,3,2,2,15266,122014,10866,78627,111716,125424,94915,172203,124068,3,4,2,4,4,4,4,5,3,80,6,2,"1",1,2,NA,NA,"",NA,NA,"",NA,0,"1,4,5",30,0,2,1,1,1,1,4,5,1,5,4,1,1,2,1,3,4,2,4,4,3,6,5,7,7,6,6,6,6,5,6,4
"320",1,5,2,23,6,2,1,0,0,0,2,3,1,2,0,1,4,2,3,4,3,3,1,1,1,1,1,1,2,1,40000,4516,9677,34839,5806,5806,34839,41935,14839,3,3,4,4,3,3,3,3,3,0,2,4,"8",1,2,NA,NA,"",NA,NA,"",NA,0,"1,2,4,6",19,0,1,1,1,1,1,5,6,1,3,1,2,2,4,4,3,4,4,4,4,4,4,4,7,6,6,7,7,7,7,7,7
"321",1,5,1,67,6,2,1,0,0,81,4,4,4,4,0,2,1,3,1,5,5,1,4,1,4,4,5,5,2,2,563,5634,9577,35211,200000,563,180282,200000,41408,2,5,2,4,2,2,5,5,5,40,5,1,"2,5",1,1,2,1,"",1,1,"2,3",0,NA,"",60,0,4,4,5,2,4,5,6,6,6,1,6,6,6,6,3,3,2,2,4,3,7,7,7,7,7,6,6,6,4,4,4
"322",1,5,2,21,1,1,1,0,0,12,1,3,1,4,0,1,4,5,1,1,2,1,1,4,5,4,1,5,1,2,51576,151289,80802,108309,72779,96848,108309,91117,92264,3,4,4,3,3,3,3,3,3,60,5,4,"8",1,1,2,0,"3",NA,NA,"1",0,NA,"",35,0,2,2,2,6,1,2,5,2,2,2,2,3,3,3,3,2,1,3,1,4,4,4,7,3,7,3,7,7,7,6,7
"323",1,5,1,70,3,3,1,0,0,5,4,2,2,2,0,5,2,2,5,5,5,2,4,2,2,4,4,4,3,3,20000,97746,9296,43662,25634,11831,57746,98873,44507,3,3,2,4,3,3,4,4,4,80,5,4,"1",1,2,NA,NA,"",NA,NA,"",NA,0,"4",18,0,2,1,2,2,2,2,5,4,4,2,5,5,5,4,3,3,3,3,2,3,6,5,5,5,5,1,1,3,7,1,1
"324",1,5,2,67,1,2,1,0,0,54,4,3,3,4,0,1,4,3,4,5,1,3,3,4,3,3,4,3,3,3,58286,129429,91429,156857,172952,174571,160667,200000,157714,NA,2,2,3,4,4,3,5,3,75,4,1,"1,2",4,1,2,1,"",1,1,"1,2,3",1,NA,"",58,0,4,1,3,3,3,5,6,5,3,1,5,4,5,4,1,3,3,2,3,2,4,5,5,4,5,4,3,4,4,5,4
"325",1,5,2,65,5,2,1,0,0,19,2,4,3,3,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,21690,100000,12394,73803,93803,87324,128169,123944,72958,3,3,2,4,4,4,4,4,4,45,8,2,"1,2,5",1,1,3,1,"",1,1,"2,3",1,NA,"",60,0,4,2,3,3,3,4,4,3,5,3,3,3,3,3,2,2,2,2,3,3,3,4,5,4,6,4,3,4,3,3,4
"326",1,5,1,69,2,5,0,0,1,10,4,4,3,3,0,2,1,2,1,1,1,2,3,1,3,2,2,3,3,2,34366,127887,70423,86479,58310,52113,72958,113803,78310,2,3,3,3,3,2,3,4,4,69,5,2,"8",1,2,NA,NA,"",NA,NA,"",NA,0,"7",39,0,3,1,3,3,3,3,4,4,3,2,4,4,4,2,2,2,2,3,1,3,4,5,5,5,5,4,5,5,6,4,2
"327",1,5,1,77,2,3,1,0,0,10,4,3,3,5,0,5,1,3,1,5,3,NA,5,3,5,4,5,5,3,4,20305,103052,10563,95188,30986,6690,115258,192254,94014,3,4,2,4,2,2,5,5,5,93,4,1,"1,2,5,7",1,1,1,1,"",1,1,"2,3",1,NA,"",34,1,3,3,3,3,4,5,6,5,6,1,5,6,5,5,1,1,1,1,1,1,7,5,6,6,7,1,1,2,7,1,1
"328",1,5,2,66,5,2,1,0,1,50,3,4,4,4,0,2,1,3,3,3,3,1,3,1,4,4,4,4,3,4,18310,43662,9859,28169,26761,7042,37746,111831,34366,3,3,2,3,3,3,3,5,4,80,5,1,"5",1,1,2,1,"",1,1,"2,3",1,NA,"",39,1,5,2,5,3,3,5,4,4,4,2,5,5,5,5,3,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4
"329",1,5,2,68,5,1,0,0,0,20,2,3,2,2,0,3,1,3,3,3,3,3,3,2,4,3,3,3,4,3,8732,47042,6761,13521,13521,12676,18310,90423,8451,3,3,3,3,3,3,3,4,3,70,4,4,"1,6",1,2,NA,NA,"",NA,NA,"",NA,0,"7",81,0,4,1,1,4,4,4,5,4,2,2,4,4,5,4,2,2,2,2,2,2,2,3,4,4,4,4,4,4,6,4,6
"330",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331",1,5,2,68,6,2,1,0,0,63,3,4,3,3,0,3,1,2,3,5,2,1,3,2,3,4,5,5,4,4,24078,4876,11317,46843,16589,54725,42765,122016,60433,3,2,2,4,3,2,4,5,4,60,5,1,"2,5",1,2,NA,NA,"",NA,NA,"",NA,1,"",32,1,1,1,2,1,1,5,6,5,3,1,5,5,6,3,1,1,3,2,1,2,2,5,4,5,5,1,1,1,6,6,3
"332",1,5,1,81,1,2,0,0,0,9,3,2,3,3,0,4,1,2,2,4,3,1,3,4,3,3,4,4,2,2,20000,128451,37465,114085,80845,83662,130141,144225,126761,2,3,2,3,3,3,4,4,3,80,4,4,"8",3,2,NA,NA,"",NA,NA,"",NA,0,"7",34,0,3,1,3,3,3,2,4,3,3,2,4,4,3,3,2,2,3,3,2,2,5,5,5,5,4,3,4,4,5,3,3
"333",1,5,1,66,6,5,1,0,0,51,4,4,3,4,0,2,1,2,2,2,2,1,3,2,4,3,3,3,4,4,12864,99061,33991,97653,29202,64977,80469,124131,79061,3,4,2,4,2,2,4,5,4,60,5,1,"1,2,5",1,1,2,1,"",1,1,"2,3",1,NA,"",18,1,1,2,3,2,4,6,6,5,1,1,5,5,5,4,2,2,2,3,1,2,5,6,4,6,7,5,5,5,3,5,3
"334",1,5,1,67,2,1,1,0,1,100,5,4,5,5,0,2,1,2,3,4,4,1,3,2,2,3,4,4,4,4,563,24789,10704,12394,282,1690,28732,103380,47606,3,5,3,4,3,3,4,4,5,90,5,1,"5",1,1,2,1,"",1,1,"2,3",1,NA,"",21,1,1,3,3,1,1,6,6,5,2,2,5,5,5,5,3,3,3,3,3,3,6,6,6,6,6,1,1,1,7,1,6
"335",1,5,2,77,2,1,1,0,0,86,5,5,5,5,0,2,3,3,1,4,3,1,2,2,3,1,2,1,3,3,22535,50423,9296,56338,19155,58873,61408,90423,95211,4,4,3,4,4,4,4,4,4,30,5,1,"2",1,1,1,1,"",1,1,"2,3,4",1,NA,"",82,0,5,4,4,2,2,6,6,2,4,2,5,5,5,5,2,3,3,3,3,3,7,7,7,4,5,7,7,7,7,7,7
"336",1,5,2,69,5,1,1,0,0,3,5,4,1,1,0,3,3,3,3,4,4,3,2,3,3,3,4,4,4,3,12676,73803,16056,33239,63380,92676,48169,109296,54648,3,3,2,3,4,4,4,4,4,10,3,1,"5",1,1,1,1,"",1,1,"2",1,NA,"",46,0,3,2,3,4,3,1,6,4,2,3,3,4,3,2,2,2,2,2,2,2,3,6,6,5,5,4,4,4,3,3,4
"337",1,5,1,65,1,5,1,0,0,19,3,3,3,3,0,4,1,3,3,4,4,1,4,1,3,4,4,5,3,3,24169,28097,18127,68278,16918,20242,71299,170091,89426,3,3,3,3,4,3,4,5,4,80,4,1,"5",1,1,2,1,"",1,1,"2,3",1,NA,"",31,0,2,2,3,2,3,3,6,5,5,2,5,5,5,5,4,4,4,4,3,3,5,5,4,5,5,3,2,4,6,5,2
"338",1,5,1,67,7,3,1,0,0,20,4,3,3,4,0,3,1,4,4,4,4,3,4,1,4,3,3,3,3,3,47268,156282,10648,127268,16282,77408,124732,199099,74310,3,3,2,NA,1,2,4,4,3,80,6,4,"2,5,7",1,2,NA,NA,"",NA,NA,"",NA,0,"1,2,4,9",60,0,2,1,2,3,2,4,4,3,5,4,3,3,4,3,2,3,1,3,4,3,5,6,7,7,6,7,6,5,6,3,3
"339",1,5,1,65,5,1,1,0,0,35,5,3,2,2,0,2,3,3,3,4,4,2,2,2,3,3,4,4,4,4,20282,14366,9859,36901,8732,7606,36901,171831,77746,2,2,1,4,2,2,4,5,5,75,6,1,"2,5,7",1,1,1,1,"",1,1,"2,3,4,5",1,NA,"",56,0,2,3,4,3,4,5,6,5,2,2,5,5,5,4,2,3,3,2,4,2,6,6,6,5,6,3,3,3,6,2,2
"340",1,5,2,60,1,2,1,1,1,NA,NA,4,NA,2,0,3,3,3,3,3,3,2,3,4,2,4,4,4,3,3,84197,150221,100313,84167,77580,153848,168480,197034,125466,2,3,1,1,3,4,5,5,5,85,5,1,"1",4,1,3,1,"",1,1,"2",1,NA,"",79,1,4,3,3,3,3,4,4,1,3,4,3,3,3,4,1,1,1,1,1,1,4,6,1,5,6,5,3,6,5,6,4
"341",1,5,1,74,1,1,0,0,0,0,1,3,1,1,0,1,1,1,1,2,2,1,1,1,5,1,1,1,3,3,24789,98873,25634,63662,101408,45352,77183,100845,54648,3,4,3,3,3,2,3,4,3,70,5,4,"8",1,2,NA,NA,"",NA,NA,"",NA,0,"7",30,0,2,1,1,2,2,4,4,1,4,5,1,1,1,1,4,4,4,4,4,4,7,5,7,1,5,7,7,7,1,7,7
"342",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343",1,5,1,68,6,5,1,0,0,40,5,5,4,4,0,2,1,3,4,4,4,2,5,2,4,5,5,5,4,5,12881,67119,9944,44068,200000,565,55593,160000,82034,2,3,1,3,2,2,3,5,3,75,4,1,"5",1,1,2,1,"",1,1,"2,3",1,NA,"",51,1,3,3,3,2,4,5,6,6,5,1,6,6,6,2,1,1,1,1,1,1,4,6,2,7,7,1,1,1,7,1,1
"344",1,5,1,78,5,1,1,0,0,8,4,4,2,3,0,2,1,2,4,4,3,3,3,2,3,4,4,3,4,3,22034,97173,38417,67795,37005,66948,85875,114406,93502,4,4,3,4,3,3,4,5,4,70,7,2,"1",4,2,NA,NA,"",NA,NA,"",NA,0,"8",29,0,4,2,2,3,2,3,5,4,3,2,4,4,4,2,2,2,2,2,2,2,4,4,3,4,5,4,3,5,5,5,3
"345",1,5,1,66,1,2,1,0,0,51,5,3,3,3,0,3,2,2,3,4,3,1,4,2,3,4,5,5,3,4,7324,9859,10141,28732,3662,1972,34648,104507,42535,2,3,2,4,1,2,4,5,5,92,5,1,"1,2,5,7",1,2,NA,NA,"",NA,NA,"",NA,0,"4",25,0,2,1,2,2,2,4,5,5,2,2,5,5,5,6,4,4,4,4,2,2,3,4,6,6,6,3,4,3,6,3,1
"346",1,5,1,64,5,2,1,0,0,43,3,4,3,4,0,3,1,3,1,4,3,3,3,1,3,1,5,4,5,4,45352,75493,34366,51831,26291,95305,68732,105915,60000,3,2,3,2,2,3,3,2,3,70,7,1,"6",1,1,2,1,"",2,1,"2,4",1,NA,"",57,1,4,4,5,4,5,4,3,4,5,3,5,4,5,3,3,2,2,4,1,4,5,4,1,4,6,6,5,3,6,6,4
"347",1,5,1,66,2,3,1,0,0,20,4,3,2,2,0,3,1,2,2,4,4,1,4,1,3,3,4,5,5,4,15775,30704,9577,25915,2817,1972,30986,200000,37465,4,3,1,4,2,2,4,5,5,92,6,1,"5",1,1,3,1,"",1,1,"2,3,4,5",0,NA,"",25,0,3,1,3,2,3,4,6,6,1,1,6,6,5,6,4,4,4,4,3,4,6,6,3,6,7,2,1,1,7,5,1
