"","Finished","consent","gender","age","residence","education","smartphoneuse","COVID_pos","COVID_pos_others","COVID_probability_1","COVID_pers_harm","COVID_sev_general","COVID_pers_concern","COVID_concern4others","COVID_lost_job","COVID_info_source_1","COVID_info_source_2","COVID_info_source_3","COVID_info_source_4","COVID_info_source_5","COVID_info_source_6","COVID_info_source_7","COVID_info_trust_1","COVID_info_trust_2","COVID_info_trust_3","COVID_info_trust_4","COVID_info_trust_5","COVID_info_trust_6","Gov_understand","Gov_helpful","COVID_fatalaties_1","COVID_fatalaties_2","COVID_fatalaties_3","COVID_fatalaties_4","COVID_fatalaties_5","COVID_fatalaties_7","COVID_fatalaties_8","COVID_fatalaties_9","COVID_fatalaties_10","COVID_govresponse_1","COVID_govresponse_2","COVID_govresponse_3","COVID_govresponse_4","COVID_govresponse_5","COVID_govresponse_6","COVID_govresponse_7","COVID_govresponse_8","COVID_govresponse_9","COVID_comply_percent","COVID_comply_pers","RKI_technology","RKI_data_access","attention_check","RKI_download","RKI_download_time","RKI_left_installed","RKI_deinstalled","RKI_blutooth","RKI_upload","RKI_reasons","RKI_friends_family","RKI_future_download","RKI_reasons_not_down","RKI_prevalence_app_1","RKI_mandatory","reduce_lik_bt","return_activ_past","return_activ_fut","reduce_spread_past","reduce_spread_fut","ability_bt","decline_part_bt","proportionality_bt","sensitivity_bt","risk_of_harm_bt","trust_intentions_bt","trust_respectpriv_bt","data_security_bt","ongoing_control","acc_general_1","acc_general_2","acc_general_3","acc_general_4","acc_general_5","acc_general_6","wv_freemarket_best","wv_freemarket_lim","wv_lim_gov","sci_betterlives","sci_nextgenopp","Conspir_1","Conspir_2","Conspir_3","Conspir_4_REV","Conspir_5","Conspir_covid"
"881",1,5,2,42,6,2,1,0,0,15,3,2,2,2,0,3,3,3,3,2,2,2,2,3,4,3,3,3,4,3,31613,69677,10323,70968,77419,78065,81290,107742,70968,2,2,2,4,3,2,4,4,4,40,4,1,"2",1,1,2,1,"",1,1,"2,3",1,NA,"",45,0,5,3,4,4,4,5,5,5,4,4,5,5,5,4,2,3,3,4,2,2,4,5,5,5,6,3,3,3,6,6,2
"882",1,5,2,35,5,2,1,0,0,50,2,3,2,2,0,2,3,3,3,4,1,1,3,2,4,3,3,4,3,3,37994,92857,64180,98219,93251,68641,99573,177514,74095,2,3,3,4,3,3,4,4,4,70,4,1,"1,5",1,2,NA,NA,"",NA,NA,"",NA,0,"4",40,0,1,1,1,2,2,4,6,3,5,3,4,3,4,5,4,4,4,4,2,4,3,6,5,5,6,5,5,5,3,5,5
"883",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"884",1,5,2,32,5,3,1,0,1,76,3,4,5,5,0,4,5,3,4,4,5,3,4,2,3,4,3,4,4,4,576,576,9963,132318,576,576,31289,186332,41087,2,4,1,4,2,3,4,5,4,75,5,1,"4,3,5,6",1,1,2,NA,"",NA,NA,"2,3",1,NA,"",57,1,4,4,4,4,3,4,3,4,5,5,5,5,4,4,3,3,2,2,2,3,4,3,3,5,5,5,5,4,5,4,3
"885",1,5,2,54,2,1,1,0,0,73,5,5,5,5,0,4,4,5,4,4,1,4,5,5,5,5,5,2,1,1,164438,200000,200000,200000,137313,152836,165634,200000,196418,5,5,5,5,5,5,5,5,5,40,8,2,"2",1,2,NA,NA,"",NA,NA,"",NA,0,"1,2,4,6,8",36,0,6,1,1,2,1,1,3,1,1,6,1,1,1,1,1,4,4,4,1,1,6,6,7,6,6,6,6,6,6,6,7
"886",1,5,2,55,4,3,1,0,1,20,2,3,2,4,1,3,3,3,4,4,4,3,4,3,4,4,4,4,4,4,14194,35484,8387,27742,26452,23226,29032,20645,18065,3,3,2,3,3,3,3,2,2,70,7,1,"2,5",1,1,2,1,"",2,1,"3",1,NA,"",17,0,3,2,3,3,3,4,4,5,4,2,5,5,5,5,2,2,2,1,2,2,5,5,3,5,5,4,5,4,3,5,4
"887",1,5,2,26,1,3,1,0,1,78,4,3,3,4,0,4,1,2,3,4,5,1,4,1,2,4,4,5,4,4,56471,74510,49412,92549,55686,61176,63529,116078,56471,3,3,2,4,4,4,4,5,3,70,5,2,"2",1,1,2,1,"",1,1,"2,3",0,NA,"",35,0,2,2,2,4,5,6,6,6,2,1,6,6,6,4,3,4,3,4,4,3,4,4,5,6,6,1,1,1,7,1,1
"888",1,5,2,36,5,5,1,0,1,24,2,4,2,3,0,3,2,2,3,4,5,1,4,2,3,4,5,5,4,4,10888,51576,10888,73352,34384,20057,53868,113467,90544,3,3,2,4,3,3,4,5,4,75,5,2,"1,5",1,1,3,1,"",1,1,"2,3,4,5",1,NA,"",48,0,3,3,3,3,4,4,5,4,3,2,4,4,5,5,2,2,3,3,4,2,4,4,3,6,6,2,2,2,6,3,2
"889",1,5,2,35,4,3,1,0,0,17,3,4,3,2,0,1,1,2,2,5,3,1,2,1,2,2,5,2,3,3,18612,159828,65706,100230,131473,72630,124611,178040,20757,5,5,5,5,5,5,5,5,5,4,9,1,"8",2,2,NA,NA,"",NA,NA,"",NA,0,"4",31,0,1,1,2,3,3,3,4,3,3,3,3,2,2,2,2,3,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4
"890",1,5,1,33,1,5,1,1,0,NA,NA,1,NA,2,0,3,5,4,2,4,5,3,4,3,5,3,2,4,3,4,14327,7450,20057,72206,15473,17192,78510,87106,54441,1,2,2,4,3,2,4,4,3,75,3,2,"3",1,1,2,0,"3",NA,NA,"2",0,NA,"",60,1,2,5,2,5,3,2,2,5,4,6,4,6,4,4,2,3,1,2,3,1,5,6,4,5,6,5,5,4,7,5,4
"891",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"892",1,5,1,40,2,2,1,0,0,10,2,2,1,1,0,2,2,1,1,1,2,1,2,3,2,2,2,3,1,1,9163,31459,9294,22380,8268,10111,12006,30016,13902,2,2,3,3,1,1,3,4,2,25,2,4,"1,2,5",1,2,NA,NA,"",NA,NA,"",NA,0,"4",19,0,2,1,1,1,2,4,6,2,6,4,3,1,2,4,3,4,4,4,3,4,7,7,7,4,5,1,4,5,7,3,5
"893",1,5,1,28,5,4,1,0,0,100,3,3,2,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,76181,173597,119566,134847,92902,95186,150217,188254,68114,5,5,5,5,5,5,5,5,5,56,9,4,"8",3,2,NA,NA,"",NA,NA,"",NA,1,"",38,1,2,3,3,4,4,2,4,3,4,3,3,3,3,3,3,3,3,3,3,3,7,5,5,5,3,4,5,4,4,5,3
"894",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"895",1,5,2,50,6,1,1,0,0,24,1,2,2,2,0,5,1,1,3,1,1,2,1,2,2,3,2,1,3,2,NA,171751,39274,NA,83687,53153,95635,153362,92421,1,4,1,1,1,3,1,2,5,25,3,4,"8",2,2,NA,NA,"",NA,NA,"",NA,0,"9",12,0,1,1,1,1,1,2,5,3,2,1,1,1,1,1,1,1,1,1,4,1,1,1,1,5,3,3,3,1,2,6,1
"896",1,5,1,46,2,1,1,0,0,50,5,4,4,5,0,4,4,4,4,5,5,1,3,4,3,3,5,5,4,4,66754,200000,47701,74438,35276,78789,71867,171753,52682,4,5,3,4,5,3,4,4,5,80,5,2,"5,6",1,2,NA,NA,"",NA,NA,"",NA,0,"4",40,1,2,1,2,2,2,3,5,3,2,3,3,3,3,2,3,2,3,2,3,2,5,4,5,5,5,6,6,6,5,6,6
"897",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"898",1,5,1,47,2,3,1,0,0,100,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,200000,200000,200000,200000,200000,200000,200000,200000,200000,5,5,5,5,5,5,5,5,5,0.1,9,3,"1,4,2,3,5,6,7",3,2,NA,NA,"",NA,NA,"",NA,0,"1,2,3,4,5,6,8,9",0,0,1,1,1,1,1,1,6,1,1,6,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,1,7,7
"899",1,5,1,50,1,5,1,0,0,76,5,3,4,4,0,5,1,2,1,4,3,2,5,1,2,3,5,5,5,4,19718,74930,33803,64789,51549,52958,49014,85915,47042,3,3,1,5,3,3,4,5,4,60,4,1,"8",1,2,NA,NA,"",NA,NA,"",NA,0,"8",41,0,5,2,4,3,5,3,4,5,4,1,5,6,5,4,3,2,1,1,2,2,1,6,3,6,6,2,1,1,7,2,1
"900",1,5,2,26,3,3,1,0,0,53,2,4,3,2,1,2,NA,3,3,2,4,4,4,3,2,2,4,4,1,2,25085,4746,149831,162712,23051,27571,133333,4746,25085,2,3,2,3,3,2,2,2,3,65,5,1,"3",2,1,2,1,"",2,1,"2",1,NA,"",73,1,2,4,2,1,3,2,5,1,1,3,2,5,3,1,1,2,1,2,3,3,2,4,2,3,3,5,3,4,3,2,2
"901",1,5,1,49,1,2,1,0,0,2,5,3,4,3,0,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,16338,10986,12394,42535,21972,12113,45070,129577,50141,3,3,2,5,3,3,4,5,4,70,9,4,"2",1,2,NA,NA,"",NA,NA,"",NA,0,"1",20,0,2,1,4,1,3,4,4,2,6,1,5,2,3,4,2,2,2,2,2,2,4,6,4,4,4,4,4,4,4,4,4
"902",1,5,2,41,7,2,1,0,0,42,5,4,4,5,0,3,4,3,4,2,4,1,2,2,4,4,4,5,4,3,125424,128814,99887,172203,140339,119322,134237,185085,169492,3,4,2,4,4,3,4,5,4,65,5,2,"1,4,2,5",1,1,2,0,"1,3",NA,NA,"2,3,4",0,NA,"",62,0,3,1,1,2,2,5,5,2,5,2,2,2,2,5,4,4,4,4,2,2,3,5,7,4,6,4,2,1,7,6,2
"903",1,5,2,35,1,2,1,0,0,10,2,3,2,4,0,2,3,2,3,4,3,1,3,3,2,3,4,5,4,3,8259,16574,4047,14690,9477,14911,20067,52439,22561,3,4,3,4,4,4,3,4,4,60,5,2,"2",1,2,NA,NA,"",NA,NA,"",NA,1,"",69,0,3,3,3,3,3,4,3,3,2,2,4,3,3,4,2,3,3,3,1,1,3,4,4,5,4,3,3,3,4,4,2
"904",1,5,2,25,3,3,1,0,1,60,2,4,4,4,0,5,2,2,4,4,5,2,5,3,3,4,4,5,5,4,36676,22923,9169,115186,76218,88825,103725,200000,107163,3,3,2,3,3,3,4,5,4,60,7,2,"1,2",1,1,1,1,"",1,1,"2,3",1,NA,"",60,0,3,3,3,3,3,5,5,4,6,3,5,4,5,5,2,2,3,4,2,3,2,4,3,4,6,7,4,4,7,4,4
"905",1,5,2,32,1,3,1,1,0,NA,NA,2,NA,3,0,3,4,5,3,5,4,3,4,3,5,4,4,5,4,4,13239,2254,2254,32113,6479,1690,35493,183099,41408,3,2,1,4,2,1,4,5,5,88,5,2,"5",1,1,1,1,"",1,1,"2,3",1,NA,"",37,0,4,5,6,4,4,6,4,5,6,3,6,6,5,5,3,2,2,1,2,2,7,5,7,6,7,3,5,5,6,3,6
"906",1,5,1,35,6,1,1,0,1,70,1,3,1,1,0,2,2,2,2,2,2,2,1,2,2,2,2,2,3,3,102031,183277,40430,150282,169718,110282,176949,150960,162034,1,5,2,4,2,2,4,5,4,20,1,1,"2,5",3,2,NA,NA,"",NA,NA,"",NA,1,"",54,0,3,4,4,3,4,4,2,4,5,5,2,3,5,5,1,1,2,3,2,4,NA,4,4,4,4,4,4,2,1,1,6
"907",1,5,2,29,3,3,1,0,0,25,2,4,2,4,1,1,3,NA,2,1,1,NA,5,4,2,4,4,5,2,3,78065,34194,10323,34839,5161,15484,43226,111613,154194,3,4,2,4,3,3,4,5,5,25,4,4,"8",1,2,NA,NA,"",NA,NA,"",NA,0,"4",3,0,3,1,3,3,3,4,4,3,2,1,4,3,2,2,3,4,4,4,2,4,5,2,7,6,6,3,2,3,5,6,4
"908",1,5,2,51,1,2,1,0,0,19,4,5,4,4,0,3,3,3,4,4,4,3,4,3,3,4,4,4,3,2,79828,159223,91425,66098,80902,74673,65479,65599,64764,3,4,3,3,4,4,3,4,4,50,5,1,"1,2",1,2,NA,NA,"",NA,NA,"",NA,0,"1",17,0,3,1,1,3,2,2,5,3,3,2,2,2,3,3,3,2,2,3,3,3,4,4,5,5,5,4,4,4,5,4,2
"909",1,5,1,49,3,2,1,0,1,50,4,3,2,4,0,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3133,31615,1144,42093,14454,3599,75185,192297,76854,3,3,3,4,3,3,3,4,4,90,4,1,"7",1,1,1,1,"",1,1,"2,3",1,NA,"",11,0,3,3,3,3,3,3,4,3,3,3,3,3,3,3,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4
"910",1,5,2,35,5,2,1,0,0,0,3,2,1,1,0,1,1,1,1,2,3,1,1,1,1,1,2,4,3,3,6176,94000,5699,124636,57063,76071,94960,173377,25931,3,4,2,5,4,4,4,5,3,50,4,1,"2",1,2,NA,NA,"",NA,NA,"",NA,1,"",52,1,2,2,2,2,2,4,5,1,4,4,1,2,2,3,4,4,4,4,1,1,5,3,7,6,5,7,7,7,3,7,6
"911",1,5,1,35,5,2,1,0,0,50,3,4,3,4,0,2,1,2,3,3,2,1,4,1,3,4,4,4,2,2,1372,105256,81542,77810,3870,714,94717,200000,99108,2,5,3,3,2,2,2,4,3,0,4,3,"2,5",1,1,2,1,"",2,1,"2",1,NA,"",70,0,1,2,1,2,2,6,5,2,5,3,4,2,3,1,2,2,2,3,1,1,6,3,4,2,2,5,5,6,2,6,2
"912",1,5,1,40,2,3,1,0,1,50,4,4,3,3,0,3,1,2,3,3,4,2,3,1,2,3,3,3,3,3,1371,35934,9766,22213,8550,4266,23661,99907,7392,3,3,2,3,3,3,4,5,4,45,5,1,"2",1,1,1,1,"",1,1,"1,2,3,4,5",1,NA,"",20,1,3,3,4,2,5,6,6,6,1,1,6,6,6,6,3,3,4,3,1,2,2,7,3,4,4,2,1,1,7,1,1
"913",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"914",1,5,1,57,1,5,1,0,0,78,4,4,4,4,0,3,3,3,4,3,3,3,4,4,3,3,3,3,4,4,105763,131525,117966,164068,138305,143729,159322,149153,164068,4,3,3,4,4,4,5,5,4,35,7,1,"2,7",2,1,1,1,"",1,1,"1",1,NA,"",43,1,4,4,5,4,5,5,3,5,4,5,5,5,5,4,2,2,2,2,2,2,4,4,4,6,6,6,5,5,5,3,5
"915",1,5,2,54,6,2,1,0,0,50,4,3,4,4,0,5,3,2,5,5,5,3,5,3,3,5,5,5,5,4,52433,184662,98678,96122,107015,83573,140363,193493,60625,3,5,2,4,3,3,5,5,3,75,5,2,"1,2,7",1,1,3,1,"",1,1,"2,3",1,NA,"",85,0,2,2,3,4,5,5,4,5,4,1,5,4,4,5,2,2,3,3,2,2,2,3,3,6,6,2,2,2,1,1,3
"916",1,5,2,56,7,2,1,0,0,13,3,3,2,2,0,2,2,1,3,2,2,1,1,1,1,1,1,1,2,2,120499,150975,106798,179497,182373,174654,183490,146739,180957,3,3,2,3,3,3,3,3,3,60,4,3,"2",2,2,NA,NA,"",NA,NA,"",NA,0,"4,9",55,0,3,1,1,1,2,2,3,1,2,2,1,2,3,2,2,3,2,4,2,3,3,4,4,3,3,4,4,4,4,5,5
"917",1,5,1,50,1,2,1,0,0,100,5,5,5,5,0,4,2,3,3,3,4,1,3,2,2,3,3,4,4,4,144612,198432,55640,86029,129046,126193,101353,198856,115804,3,3,3,3,3,3,3,4,3,60,8,1,"1",1,1,1,1,"",1,1,"2,3",1,NA,"",41,1,4,3,3,2,3,5,5,5,3,2,5,5,5,4,3,4,2,2,3,2,4,5,5,6,6,4,4,2,6,2,2
"918",1,5,1,34,2,3,1,0,1,10,1,4,3,3,0,2,3,2,2,3,3,1,3,3,2,3,3,2,3,2,50968,200000,20000,108387,72258,18065,120000,200000,157419,5,5,5,5,5,2,4,5,5,15,4,4,"8",1,2,NA,NA,"",NA,NA,"",NA,0,"2",37,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1
"919",1,5,1,33,6,2,1,0,1,11,3,2,1,1,1,1,5,2,5,5,1,2,2,5,3,5,5,2,1,1,1719,18338,1146,14900,573,13181,5731,9169,11461,3,4,2,2,3,3,2,2,2,75,1,4,"8",2,2,NA,NA,"",NA,NA,"",NA,0,"2,6,9",11,0,1,1,1,1,1,1,6,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1
"920",1,5,2,62,6,3,1,0,0,0,4,4,3,4,0,3,2,2,4,4,3,2,4,3,4,4,4,4,4,4,56497,131767,26667,140113,158418,176949,145763,174915,145763,3,5,2,3,4,4,4,NA,4,80,5,4,"8",4,2,NA,NA,"",NA,NA,"",NA,0,"4",45,0,2,1,1,1,1,2,4,4,3,2,3,2,3,3,2,2,2,3,2,3,4,6,6,4,3,6,4,4,4,4,4
"921",1,5,2,36,2,3,1,0,0,50,4,4,4,4,0,3,2,3,3,3,3,2,3,3,4,4,4,4,4,3,37883,157103,9471,143733,115877,127298,101114,147632,42340,2,4,3,4,4,4,4,5,3,25,8,2,"6",1,2,NA,NA,"",NA,NA,"",NA,0,"9",50,0,3,1,2,2,2,3,5,2,4,2,3,3,2,2,2,2,3,3,3,2,4,4,4,3,4,5,4,4,4,4,3
"922",1,5,2,56,6,2,1,0,0,44,3,3,3,3,0,2,2,4,4,5,5,5,3,2,4,4,4,4,5,5,52203,111864,33220,119322,36610,40678,146441,189831,126780,3,4,2,3,2,3,3,4,4,80,5,2,"4,2,5,7",1,2,NA,NA,"",NA,NA,"",NA,1,"",52,0,5,4,4,4,4,4,4,5,5,5,5,5,5,4,1,1,1,1,1,1,4,4,4,6,6,2,1,1,7,1,6
"923",1,5,2,31,3,2,1,0,1,10,1,2,2,4,0,1,1,4,1,4,2,2,3,1,3,3,2,3,3,2,28080,157020,16046,104871,32665,69914,91117,145559,62464,3,5,3,4,1,2,3,1,2,40,8,1,"2",3,2,NA,NA,"",NA,NA,"",NA,0,"2",83,0,2,1,2,2,1,1,6,1,5,1,1,1,1,3,2,4,4,2,1,3,6,4,4,5,3,5,4,3,3,3,2
"924",1,5,2,57,1,2,1,0,0,50,3,4,3,4,0,3,2,3,3,3,2,3,3,1,3,3,3,5,2,2,90113,144246,72609,151053,128363,131929,155592,181524,121556,3,4,2,4,3,3,3,5,5,75,5,1,"1,2",1,2,NA,NA,"",NA,NA,"",NA,1,"",53,0,2,1,2,3,2,3,5,3,4,1,3,3,3,5,4,3,3,3,3,3,6,4,5,6,5,4,4,4,4,4,4
"925",1,5,2,50,2,2,1,0,0,28,4,4,4,4,0,3,3,3,3,4,4,1,4,4,3,3,4,2,4,4,12394,18873,14366,20282,10141,12113,9859,176056,45070,3,4,2,4,4,2,4,4,4,55,6,1,"1",2,1,2,1,"",1,1,"2,3",1,NA,"",50,1,4,5,5,5,5,5,4,5,5,2,4,4,5,5,1,1,2,1,2,1,6,6,6,5,5,6,5,5,6,5,5
"926",1,5,1,42,5,5,1,0,0,30,4,4,2,2,0,2,1,1,3,3,4,1,3,1,1,4,4,5,4,4,23226,36129,49677,100645,32258,18065,33548,192258,143871,4,5,2,4,3,1,4,5,4,80,5,4,"8",1,2,NA,NA,"",NA,NA,"",NA,0,"4",50,0,2,1,2,2,4,5,4,3,3,2,2,2,4,2,3,2,4,2,3,3,4,5,6,5,6,4,4,4,4,4,4
"927",1,5,1,34,6,3,1,0,1,50,2,3,2,3,0,2,1,2,2,2,3,1,3,1,4,3,3,3,2,3,12034,181662,6877,21203,4011,1719,14327,200000,66476,3,3,3,4,2,2,4,5,4,50,6,2,"2",2,1,2,1,"",1,1,"1,3",0,NA,"",21,0,4,2,2,3,4,4,3,2,3,3,3,3,2,2,3,2,3,3,2,3,4,4,4,4,4,4,4,4,4,4,4
"928",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"929",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"930",1,5,2,34,2,2,1,0,0,50,5,4,3,4,0,2,5,5,5,5,5,2,4,2,3,4,4,5,4,3,60000,78710,82581,134839,71613,84516,79355,169677,84516,2,2,3,2,3,2,2,5,2,80,5,2,"2",1,1,3,1,"",1,1,"2,3",1,NA,"",60,1,5,4,4,4,5,3,6,6,2,1,6,6,6,6,2,4,4,4,1,3,2,7,1,5,6,4,4,4,4,4,1
"931",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"932",1,5,2,40,4,1,1,0,0,1,4,3,2,2,0,2,3,5,2,2,2,2,1,1,5,1,2,2,4,4,96614,95712,38085,5029,34834,58268,105249,89842,90609,5,5,5,5,5,5,5,5,5,50,5,2,"2,5",2,2,NA,NA,"",NA,NA,"",NA,0,"1,2,4",27,0,2,1,1,2,2,1,6,1,1,1,1,1,1,1,4,4,3,1,1,4,7,3,3,2,3,5,5,7,5,3,5
"933",1,5,1,26,5,2,1,0,0,1,1,1,1,1,0,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,47305,138732,78124,116877,64681,95396,79705,133557,107701,2,3,3,2,2,3,3,4,4,40,2,2,"4",1,2,NA,NA,"",NA,NA,"",NA,0,"1,2,5,6,9",20,0,1,1,2,2,2,4,5,1,3,2,1,1,4,2,3,3,4,4,3,3,6,4,7,3,5,7,7,7,4,7,7
"934",1,5,2,76,7,2,1,0,0,9,4,5,2,2,0,1,1,3,4,4,1,1,1,1,4,4,4,2,4,2,48169,54084,8732,72958,61690,74084,76620,99437,73521,3,3,3,3,3,3,3,3,3,50,4,1,"1,4,2,3,7",1,2,NA,NA,"",NA,NA,"",NA,0,"2,3,4,9",14,0,1,1,1,1,1,3,6,1,6,5,1,1,2,1,1,4,4,4,1,1,6,4,6,4,4,4,6,6,2,4,4
"935",1,5,2,42,6,1,1,0,0,4,4,3,2,4,0,1,1,2,2,2,1,1,1,1,1,1,1,2,1,1,10621,4972,12203,8588,4746,4520,4746,4002,6328,5,5,5,5,5,5,5,5,5,50,5,4,"8",1,2,NA,NA,"",NA,NA,"",NA,0,"2",47,0,1,1,1,1,1,2,6,2,2,3,1,1,1,2,4,4,4,4,3,3,7,2,2,2,7,2,3,2,2,2,3
"936",1,5,2,40,5,2,1,0,0,50,2,3,1,2,0,4,2,3,4,4,3,1,4,2,3,4,4,3,4,3,70893,178921,94055,146892,113380,86044,103252,164183,127542,3,4,2,3,3,3,3,4,4,50,4,1,"1,5",1,2,NA,NA,"",NA,NA,"",NA,0,"4",100,0,1,1,1,2,2,5,5,5,3,1,4,4,4,5,4,4,4,4,4,4,5,6,6,5,5,3,5,6,6,5,2
"937",1,5,2,31,2,1,1,1,1,NA,NA,1,NA,4,1,3,3,4,4,3,3,3,3,4,3,3,3,3,3,3,115932,109153,71186,84068,182825,178774,78644,140339,139661,1,3,3,2,2,2,4,3,3,50,2,1,"3",4,1,1,1,"",1,1,"2",1,NA,"",55,1,3,3,3,3,4,3,4,3,3,4,3,3,3,3,2,2,3,2,2,2,4,4,3,3,4,3,3,3,3,3,3
"938",1,5,1,25,1,3,1,0,1,50,3,3,3,4,0,1,2,2,3,3,1,1,3,2,3,3,3,4,3,3,0,50323,5806,21935,7097,4516,18710,32903,12258,3,4,2,3,3,4,4,3,3,50,4,2,"1,2,5,6,7",1,2,NA,NA,"",NA,NA,"",NA,0,"1,2,5,9",31,0,3,2,2,2,2,4,4,5,4,4,4,4,2,3,3,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4
